"unique.cellid","unique.tissueid","CGP.cellid","CCLE.cellid","GSK.cellid","GRAY.cellid","GNE.cellid","CTRP.cellid","CGP_EMTAB3610.cellid","GDSC_rnaseq.cellid","CCLE_exome.cellid","CCLE_rnaseq.cellid","GDSC.SNP.cellid","Ben_Neel.cellid","CTRPv2.cellid","gCSI.cellid","GDSC1000.cellid","NCI60.cellid","PRISM.cellid","MCLP.cellid","CGP.tissueid","CCLE.tissueid","GSK.tissueid","GRAY.tissueid","GNE.tissueid","CTRP.tissueid","CGP_EMTAB3610.tissueid","CCLE_rnaseq.tissueid","GDSC.SNP.tissueid","Cescon.cellid","Ben_Neel.tissueid","COSMIC.tissueid","CTRPv2.tissueid","gCSI.tissueid","GDSC1000.tissueid","Cleveland.cellid","Cleveland.tissueid","FIMM.cellid","FIMM.tissueid","NCI60.tissueid","PRISM.tissueid","MCLP.tissueid","Cellosaurus.Accession.id","PharmacoDB.id","GDSC_Exome.cellid","unique.tissueid.fromstudies","Cellosaurus.Disease.Type","CellLine.Type","Metastatic","DepMap.cellid","NCI.Sarcoma.cellid"
"Panc 08.13","Pancreas","PANC-08-13","Panc 08.13","","","Panc 08.13","","PANC-08-13","","Panc_08.13","Panc_08.13","PANC-08-13","","PANC0813","Panc 08.13","PANC-08-13","","PANC0813_PANCREAS","","pancreas","pancreas","","","Pancreas","","Pancreas","pancreas","pancreas","","","","pancreas","","pancreas","PANC0813","pancreas","","","","pancreas","","CVCL_1638","Panc08.13_1244_2019","PANC-08-13","pancreas","Pancreatic ductal adenocarcinoma","Cancer cell line",NA,"ACH-000417",""
"Panc 10.05","Pancreas","PANC-10-05","Panc 10.05","","","","PANC1005","PANC-10-05","","Panc_10.05","Panc_10.05","PANC-10-05","","PANC1005","Panc 10.05","PANC-10-05","","PANC1005_PANCREAS","PANC1005","pancreas","pancreas","","","","PANCREAS","Pancreas","pancreas","pancreas","","","","pancreas","Pancreas","pancreas","PANC1005","pancreas","","","","pancreas","pancreas","CVCL_1639","Panc10.05_1245_2019","PANC-10-05","pancreas","Pancreatic ductal adenocarcinoma","Cancer cell line",NA,"ACH-000060",""
"PeTa","Skin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_LC73","PeTa16082021_","","","","",NA,"ACH-001170",""
"Peer","Lymphoid","","PEER","","","","","","","PEER","PEER","","","PEER","","","","","","","haematopoietic_and_lymphoid_tissue","","","","","","haematopoietic_and_lymphoid_tissue","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","","","","","","","CVCL_1913","PEER_1261_2019","","haematopoietic_and_lymphoid_tissue","Childhood T acute lymphoblastic leukemia","Cancer cell line",NA,"ACH-000519",""
"Pfeiffer","Lymphoid","","Pfeiffer","","","Pfeiffer","","","","Pfeiffer","Pfeiffer","","","PFEIFFER","Pfeiffer","","","","PFEIFFER","","haematopoietic_and_lymphoid_tissue","","","Blood","","","haematopoietic_and_lymphoid_tissue","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","","","","","","blood","CVCL_3326","Pfeiffer_1263_2019","","haematopoietic_and_lymphoid_tissue","Diffuse large B-cell lymphoma germinal center B-cell type","Cancer cell line",NA,"ACH-000140",""
"PrEC LH","Prostate","","PrEC LH","","","","","","","","","","","","","","","","","","prostate","","","","","","","","","","","","","","","","","","","","","CVCL_V626","PrECLH_1276_2019","","prostate","","Transformed cell line",NA,"ACH-000170",""
"QGP-1","Pancreas","","QGP-1","","","QGP-1","QGP1","QGP-1","","QGP-1","QGP-1","QGP-1","","QGP1","QGP-1","QGP-1","","QGP1_PANCREAS","","","pancreas","","","Pancreas","PANCREAS","Pancreas","pancreas","","","","pancreas","pancreas","Pancreas","pancreas","QGP1","pancreas","","","","pancreas","","CVCL_3143","QGP1_1280_2019","QGP-1","pancreas","Pancreatic somatostatinoma","Cancer cell line",NA,"ACH-000347",""
"QIMR-WIL","Myeloid","QIMR-WIL","","","","","","QIMR-WIL","QIMR-WIL","","","QIMR-WIL","","","","QIMR-WIL","","","","haematopoietic_and_lymphoid_tissue","","","","","","Blood","","blood","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","","","","","","","","CVCL_1645","QIMRWIL_1281_2019","QIMR-WIL","haematopoietic_and_lymphoid_tissue","Adult acute myeloid leukemia","Cancer cell line",NA,"ACH-002299",""
"RBE","Biliary Tract","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_4896","RBE16142021_","","","","",NA,"ACH-001856",""
"RC-K8","Lymphoid","","","","","RC-K8","","RC-K8","RC-K8","","","RC-K8","","","RC-K8","RC-K8","","","RCK8","","","","","Blood","","Blood","","","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","","","","","","","blood","CVCL_1883","RCK8_1285_2019","RC-K8","haematopoietic_and_lymphoid_tissue","Diffuse large B-cell lymphoma germinal center B-cell type","Cancer cell line",NA,"ACH-001638",""
"RCC10RGB","Kidney","RCC10RGB","RCC10RGB","","","","RCC10RGB","RCC10RGB","","RCC10RGB","RCC10RGB","RCC10RGB","","RCC10RGB","","RCC10RGB","","RCC10RGB_KIDNEY","","kidney","kidney","","","","KIDNEY","Kidney","kidney","kidney","","","kidney","kidney","","kidney","RCC10RGB","kidney","","","","kidney","","CVCL_1647","RCC10RGB_1293_2019","RCC10RGB","kidney","Renal cell carcinoma","Cancer cell line",NA,"ACH-000189",""
"RCC4","Kidney","","RCC-4","","","","","","","","","","","","","","","","","","kidney","","","","","","","","","","kidney","","","","","","","","","","","CVCL_0498","RCC4_1286_2019","","kidney","Clear cell renal cell carcinoma","Cancer cell line",NA,"ACH-001175",""
"RCH-ACV","Lymphoid","","RCH-ACV","RCHACV","","","","RCH-ACV","","RCH-ACV","RCH-ACV","RCH-ACV","","RCHACV","","RCH-ACV","","","","","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","haematopoietic_and_lymphoid_tissue","","","","","","","","CVCL_1851","RCHACV_1294_2019","RCH-ACV","haematopoietic_and_lymphoid_tissue","B acute lymphoblastic leukemia with t(1","Cancer cell line",NA,"ACH-000922",""
"RCM-1 [Human rectum adenocarcinoma]","Bowel","RCM-1","RCM-1","","","RCM-1","RCM1","RCM-1","","RCM-1","RCM-1","RCM-1","","RCM1","RCM-1","RCM-1","","RCM1_LARGE_INTESTINE","","large_intestine","large_intestine","","","Colon","LARGE_INTESTINE","Intestine","large_intestine","digestive_system","","","large_intestine","large_intestine","Colon","large_intestine","RCM1","large_intestine","","","","colorectal","","CVCL_1648","RCM1_1295_2019","RCM-1","large_intestine","Rectal adenocarcinoma","Cancer cell line",NA,"ACH-000565",""
"RD","Soft Tissue","RD","RD","RD","","","","RD","","RD","RD","RD","","RD","","RD","","RD_SOFT_TISSUE","RD","soft_tissue","soft_tissue","muscle","","","","Muscle","soft_tissue","soft_tissue","","","soft_tissue","soft_tissue","","soft_tissue","RD","soft_tissue","","","","rhabdomyosarcoma","sarcoma","CVCL_1649","RD_1296_2019","RD","soft_tissue","Embryonal rhabdomyosarcoma","Cancer cell line",NA,"ACH-000169","RD"
"RD-ES","Bone","","RD-ES","RDES","","","","","","RD-ES","RD-ES","","","RDES","","","","","RDES","","bone","bone","","","","","bone","","","","bone","bone","","bone","","","","","","","bone","CVCL_2169","RDES_1297_2019","","bone","Ewing sarcoma","Cancer cell line",NA,"ACH-000041","RD-ES"
"REC-1","Lymphoid","","REC-1","REC1","","REC-1","","","","REC-1","REC-1","","","REC1","REC-1","","","","REC1","","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","Lymph Node","","","haematopoietic_and_lymphoid_tissue","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","","","","","","blood","CVCL_1884","REC1_1298_2019","","haematopoietic_and_lymphoid_tissue","Mantle cell lymphoma","Cancer cell line",NA,"ACH-000068",""
"RERF-GC-1B","Esophagus/Stomach","","RERF-GC-1B","","","RERF-GC-1B","","RERF-GC-1B","","RERF-GC-1B","RERF-GC-1B","RERF-GC-1B","","","RERF-GC-1B","RERF-GC-1B","","","","","stomach","","","Stomach","","Stomach","stomach","","","","stomach","","Stomach","stomach","","","","","","","","CVCL_3152","RERFGC1B_1300_2019","RERF-GC-1B","stomach","Gastric adenocarcinoma","Cancer cell line",NA,"ACH-000144",""
"RERF-LC-A1","Lung","","RERF-LC-AI","","","","","","","RERF-LC-AI","RERF-LC-AI","","","RERFLCAI","","","","RERFLCAI_LUNG","","","lung","","","","","","lung","","","","lung","lung","","","RERFLCAI","lung","","","","lung","","CVCL_4402","RERFLCAI_1303_2019","","lung","Squamous cell lung carcinoma","Cancer cell line","TRUE","ACH-000261",""
"RERF-LC-Ad1","Lung","","RERF-LC-Ad1","","","","","","","RERF-LC-Ad1","RERF-LC-Ad1","","","RERFLCAD1","","","","RERFLCAD1_LUNG","","","lung","","","","","","lung","","","","lung","lung","","","RERFLCAD1","lung","","","","lung","","CVCL_1651","RERFLCAd1_1301_2019","","lung","Lung adenocarcinoma","Cancer cell line",NA,"ACH-000791",""
"RERF-LC-Ad2","Lung","","RERF-LC-Ad2","","","","","","","RERF-LC-Ad2","RERF-LC-Ad2","","","RERFLCAD2","","","","RERFLCAD2_LUNG","","","lung","","","","","","lung","","","","lung","lung","","","RERFLCAD2","lung","","","","lung","","CVCL_1652","RERFLCAd2_1302_2019","","lung","Lung adenocarcinoma","Cancer cell line",NA,"ACH-000774",""
"RERF-LC-FM","Lung","RERF-LC-FM","","","","","","","","","","RERF-LC-FM","","","","RERF-LC-FM","","","","lung","","","","","","","","","","","lung","","","lung","","","","","","","","CVCL_1653","RERFLCFM_1304_2019","RERF-LC-FM","lung","Small cell lung carcinoma","Cancer cell line","TRUE","ACH-002193",""
"RERF-LC-KJ","Lung","","RERF-LC-KJ","","","RERF-LC-KJ","RERFLCKJ","RERF-LC-KJ","","RERF-LC-KJ","RERF-LC-KJ","RERF-LC-KJ","","","RERF-LC-KJ","RERF-LC-KJ","","RERFLCKJ_LUNG","","","lung","","","Lung","LUNG","Lung:NSCLC","lung","","","","lung","","","lung","","","","","","lung","","CVCL_1654","RERFLCKJ_1305_2019","RERF-LC-KJ","lung","Lung adenocarcinoma","Cancer cell line",NA,"ACH-000482",""
"RERF-LC-MS","Lung","RERF-LC-MS","RERF-LC-MS","","","RERF-LC-MS","","RERF-LC-MS","","RERF-LC-MS","RERF-LC-MS","RERF-LC-MS","","RERFLCMS","RERF-LC-MS","RERF-LC-MS","","RERFLCMS_LUNG","","lung","lung","","","Lung","","Lung:NSCLC","lung","lung","","","lung","lung","Lung","lung","RERFLCMS","lung","","","","lung","","CVCL_1655","RERFLCMS_1306_2019","RERF-LC-MS","lung","Lung adenocarcinoma","Cancer cell line",NA,"ACH-000062",""
"RERF-LC-OK","CNS/Brain","","","","","RERF-LC-OK","","","","","","","","","RERF-LC-OK","","","","","","","","","Lung","","","","","","","lung","","","","","","","","","","","CVCL_3154","RERFLCOK_1307_2019","","lung","Astrocytoma","Cancer cell line",NA,"",""
"RERF-LC-Sq1","Lung","","RERF-LC-Sq1","","","","","RERF-LC-Sq1","","RERF-LC-Sq1","RERF-LC-Sq1","RERF-LC-Sq1","","","","RERF-LC-Sq1","","","","","lung","","","","","Lung:NSCLC","lung","","","","lung","","","lung","","","","","","","","CVCL_1656","RERFLCSq1_1308_2019","RERF-LC-Sq1","lung","Squamous cell lung carcinoma","Cancer cell line",NA,"ACH-000442",""
"RF-48","Lymphoid","RF-48","","","","","","RF-48","RF-48","","","RF-48","","","","RF-48","","","","stomach","","","","","","Stomach","","","","","stomach","","","stomach","","","","","","","","CVCL_1657","RF48_1309_2019","RF-48","stomach","Lymphoma","Cancer cell line",NA,"ACH-002301",""
"RH18DM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RH18DM16332021_","","","","",NA,"ACH-001790",""
"RKN","Soft Tissue","","RKN","","","RKN","RKN","RKN","","RKN","RKN","RKN","","RKN","RKN","RKN","","RKN_SOFT_TISSUE","","","soft_tissue","","","Ovary","SOFT_TISSUE","Ovary","soft_tissue","","","","","soft_tissue","Ovary","soft_tissue","","","","","","soft_tissue","","CVCL_3156","RKN_1315_2019","RKN","soft_tissue","Ovarian leiomyosarcoma","Cancer cell line",NA,"ACH-000505",""
"RKO","Bowel","RKO","RKO","RKO","","RKO","RKO","RKO","RKO","RKO","RKO","RKO","","RKO","RKO","RKO","","RKO_LARGE_INTESTINE","","large_intestine","large_intestine","colon","","Colon","LARGE_INTESTINE","Intestin","large_intestine","","","","large_intestine","large_intestine","Colon","large_intestine","RKO","large_intestine","","","","colorectal","","CVCL_0504","RKO_1316_2019","RKO","large_intestine","Colon carcinoma","Cancer cell line",NA,"ACH-000943",""
"RKO Waf1","","","","","","","","","","","","","","","","","RKO Waf1","","","","","","","","","","","","","","","","","","","","","","Colon Cancer","","","","RKO Waf116362021_","","","","",NA,"",""
"RKO-E6","Bowel","","","RKOE6","","RKO-E6","","","","","","","","","RKO-E6","","","","","","","colon","","Colon","","","","","","","large_intestine","","","","","","","","","","","CVCL_3787","RKOE6_1317_2019","","large_intestine","Colon carcinoma","Cancer cell line",NA,"",""
"RKOp53RE1","","","","","","","","","","","","","","","","","RKOp53RE1","","","","","","","","","","","","","","","","","","","","","","Colon Cancer","","","","RKOp53RE116382021_","","","","",NA,"",""
"RL","Lymphoid","RL","RL","RL","","RL","","RL","","RL","RL","RL","","RL","RL","RL","RL","","RL","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","Lymph Node","","Blood","haematopoietic_and_lymphoid_tissue","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","Lymphoid","haematopoietic_and_lymphoid_tissue","","","","","Lymphoma","","blood","CVCL_1660","RL_1318_2019","RL","haematopoietic_and_lymphoid_tissue","Diffuse large B-cell lymphoma","Cancer cell line",NA,"ACH-000371",""
"RL95-2","Uterus","RL95-2","RL95-2","RL952","","","","RL95-2","","RL95-2","RL95-2","RL95-2","","RL952","RL95-2","RL95-2","","RL952_ENDOMETRIUM","RL952","endometrium","endometrium","uterus","","","","endometrium","endometrium","urogenital_system","","","endometrium","endometrium","Uterus","endometrium","RL952","endometrium","","","","uterus","uterus","CVCL_0505","RL952_1319_2019","RL95-2","endometrium","Endometrial adenosquamous carcinoma","Cancer cell line",NA,"ACH-000965",""
"RMG-I","Ovary/Fallopian Tube","RMG-I","RMG-I","","","RMG-I","RMGI","RMG-I","","RMG-I","RMG-I","RMG-I","","RMGI","RMG-I","RMG-I","","RMGI_OVARY","RMG1","ovary","ovary","","","Ovary","OVARY","Ovary","ovary","urogenital_system","","","ovary","ovary","Ovary","ovary","","","RMGI///RMG1","ovary","","ovary","ovary","CVCL_1662","RMGI_1320_2019","RMG-I","ovary","Ovarian clear cell adenocarcinoma","Cancer cell line","TRUE","ACH-000719",""
"RMS-13","Soft Tissue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_UF98","RMS-1316422021_","","","","",NA,"ACH-001741",""
"RMUG-S","Ovary/Fallopian Tube","","RMUG-S","","","RMUG-S","RMUGS","","","RMUG-S","RMUG-S","","","","RMUG-S","","","RMUGS_OVARY","RMUGS","","ovary","","","Ovary","OVARY","","ovary","","","","ovary","","","","RMUGS","ovary","","","","ovary","ovary","CVCL_3158","RMUGS_1321_2019","","ovary","Ovarian mucinous cystadenocarcinoma","Cancer cell line",NA,"ACH-000701",""
"RMZ-RC2","Soft Tissue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_L510","RMZ-RC216442021_","","","","",NA,"ACH-001743",""
"ROS-50","Lymphoid","","","","","","","ROS-50","ROS-50","","","ROS-50","","","","ROS-50","","","","","","","","","","Blood","","","","","","","","haematopoietic_and_lymphoid_tissue","","","","","","","","CVCL_1887","ROS50_1323_2019","ROS-50","haematopoietic_and_lymphoid_tissue","Diffuse large B-cell lymphoma","Cancer cell line",NA,"ACH-001639",""
"RPE1-ss48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RPE1-ss4816462021_","","","","",NA,"ACH-002462",""
"RPE1-ss51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RPE1-ss5116472021_","","","","",NA,"ACH-002467",""
"RPE1-ss6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RPE1-ss616482021_","","","","",NA,"ACH-002464",""
"RPE1-ss77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RPE1-ss7716492021_","","","","",NA,"ACH-002463",""
"RPMI-2650","Head and Neck","RPMI-2650","","RPMI2650","","RPMI 2650","","RPMI-2650","RPMI-2650","","","RPMI-2650","","","RPMI 2650","RPMI-2650","","","","upper_aerodigestive_tract","","head_and_neck","","Septum","","Head & Neck","","","","","upper_aerodigestive_tract","","Head and Neck","upper_aerodigestive_tract","","","","","","","","CVCL_1664","RPMI2650_1324_2019","RPMI-2650","upper_aerodigestive_tract","Head and neck squamous cell carcinoma","Cancer cell line","TRUE","ACH-001385",""
"RPMI-6666","Lymphoid","RPMI-6666","RPMI 6666","RPMI6666","","","","RPMI-6666","RPMI-6666","","","RPMI-6666","","RPMI6666","","RPMI-6666","","","","haematopoietic_and_lymphoid_tissue","","hematopoietic_and_lymphatic_system","","","","Blood","","","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","","","","","","","","CVCL_1665","RPMI6666_1325_2019","RPMI-6666","haematopoietic_and_lymphoid_tissue","","Transformed cell line",NA,"ACH-001182",""
"RPMI-7951","Skin","RPMI-7951","RPMI-7951","","","RPMI-7951","","RPMI-7951","","RPMI-7951","RPMI-7951","RPMI-7951","","RPMI7951","RPMI-7951","RPMI-7951","RPMI-7951","","","skin","skin","","","Skin","","Skin","skin","skin","","","skin","skin","Skin","skin","","","","","Melanoma","","","CVCL_1666","RPMI7951_1326_2019","RPMI-7951","skin","Melanoma","Cancer cell line","TRUE","ACH-000348",""
"RPMI-8226","Lymphoid","RPMI-8226","RPMI 8226","RPMI8226","","RPMI 8226","RPMI8226","RPMI-8226","","RPMI_8226","RPMI_8226","RPMI-8226","","RPMI8226","RPMI 8226","RPMI-8226","RPMI-8226///LE.RPMI.8226","","RPMI8226","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","Blood","HEMATOPOIETIC_AND_LYMPHOID_TISSUE","Blood","haematopoietic_and_lymphoid_tissue","blood","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","Blood","haematopoietic_and_lymphoid_tissue","","","RPMI8226///RPMI","blood","Leukemia","","blood","CVCL_0014","RPMI8226_1327_2019","RPMI-8226","haematopoietic_and_lymphoid_tissue","Plasma cell myeloma","Cancer cell line",NA,"ACH-000817",""
"RPMI-8402","Lymphoid","RPMI-8402","RPMI-8402","","","","","RPMI-8402","","RPMI-8402","RPMI-8402","RPMI-8402","","RPMI8402","","RPMI-8402","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","blood","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","haematopoietic_and_lymphoid_tissue","","","","","","","","CVCL_1667","RPMI8402_1328_2019","RPMI-8402","haematopoietic_and_lymphoid_tissue","Childhood T acute lymphoblastic leukemia","Cancer cell line",NA,"ACH-000636",""
"RPMI-8866","Myeloid","RPMI-8866","","","","","","RPMI-8866","RPMI-8866","","","RPMI-8866","","","","RPMI-8866","","","","haematopoietic_and_lymphoid_tissue","","","","","","Blood","","blood","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","","","","","","","","CVCL_1668","RPMI8866_1329_2019","RPMI-8866","haematopoietic_and_lymphoid_tissue","Chronic myelogenous leukemia, BCR-ABL1 positive","Transformed cell line",NA,"ACH-002302",""
"RS-5","Pleura","","RS-5","","","","","","","RS-5","RS-5","","","","","","","","","","pleura","","","","","","pleura","","","","","","","","","","","","","","","CVCL_2182","RS5_1330_2019","","pleura","Pleural sarcomatoid mesothelioma","Cancer cell line",NA,"ACH-000531",""
"RS4;11","Lymphoid","RS4-11","RS4;11","","","","","RS4-11","","RS4_11","RS4_11","RS4-11","","RS411","RS4;11","RS4-11","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","","Blood","haematopoietic_and_lymphoid_tissue","blood","","","","haematopoietic_and_lymphoid_tissue","","haematopoietic_and_lymphoid_tissue","","","","","","","","CVCL_0093","RS4;11_1331_2019","RS4-11","haematopoietic_and_lymphoid_tissue","Adult B acute lymphoblastic leukemia","Cancer cell line",NA,"ACH-000874",""
"RT-112","Bladder/Urinary Tract","RT-112","RT-112","","","RT-112","","RT-112","","RT-112","RT-112","RT-112","","RT112","RT-112","RT-112","","RT112_URINARY_TRACT","","urinary_tract","urinary_tract","","","Urinary Bladder","","Bladder","urinary_tract","urogenital_system","","","urinary_tract","urinary_tract","Urinary","urinary_tract","RT112","urinary_tract","","","","urinary_tract","","CVCL_1670","RT112_1332_2019","RT-112","urinary_tract","Bladder carcinoma","Cancer cell line",NA,"ACH-000473",""
"RT-4","Bladder/Urinary Tract","RT4","RT4","","","RT4","RT4","RT4","","RT4","RT4","RT4","","RT4","RT4","RT4","","RT4_URINARY_TRACT","","urinary_tract","urinary_tract","","","Urinary Bladder","URINARY_TRACT","Bladder","urinary_tract","urogenital_system","","","urinary_tract","urinary_tract","Urinary","urinary_tract","RT4","urinary_tract","","","","urinary_tract","","CVCL_0036","RT4_1334_2019","RT4","urinary_tract","Bladder carcinoma","Cancer cell line",NA,"ACH-000242",""
"RT112/84","Bladder/Urinary Tract","","RT112/84","","","","","","","","","","","","","","","","","","urinary_tract","","","","","","","","","","","","","","","","","","","","","CVCL_2714","RT112/84_1333_2019","","urinary_tract","Bladder carcinoma","Cancer cell line",NA,"ACH-001183",""
"RTSG","Uterus","RTSG","","","","","","","","","","","","","","","","","","ovary","","","","","","","","","","","ovary","","","","","","","","","","","","RTSG16612021_","","ovary","Endometrial adenocarcinoma","",NA,"",""
"RVH-421","Skin","RVH-421","RVH-421","","","","","RVH-421","RVH-421","","","RVH-421","","RVH421","RVH-421","RVH-421","","RVH421_SKIN","","skin","skin","","","","","Skin","","skin","","","skin","skin","Skin","skin","RVH421","skin","","","","skin","","CVCL_1672","RVH421_1335_2019","RVH-421","skin","Melanoma","Cancer cell line","TRUE","ACH-000614",""
"RVH421SKINFV1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RVH421SKINFV116632021_","","","","",NA,"ACH-002461",""
"RWPE-1","Prostate","","","RWPE1","","","","RWPE-1","","","","","","","","","","","","","","prostate","","","","Prostate","","","","","","","","prostate","","","","","","","","CVCL_3791","RWPE1_1336_2019","","prostate","","Transformed cell line",NA,"",""
"RWPE2-W99","Prostate","","","","","","","RWPE2-W99","","","","","","","","","","","","","","","","","","Prostate","","","","","","","","prostate","","","","","","","","CVCL_3793","RWPE2W99_1337_2019","","prostate","","Transformed cell line",NA,"",""
"RXF 393L","Kidney","RXF393","","RXF393","","","","RXF393","RXF393","","","RXF393","","","","RXF393","RXF 393///RE.RXF.393","","RXF393","kidney","","kidney","","","","Kidney","","kidney","","","kidney","","","kidney","","","","","Renal Cancer///Renal","","kidney","CVCL_1673","RXF393_1338_2019","RXF393","kidney","Renal cell carcinoma","Cancer cell line",NA,"ACH-002195",""
"RXF 486L","Kidney","","","","","","","","","","","","","","","","RXF 486L","","","","","","","","","","","","","","","","","","","","","","Renal Cancer","","","CVCL_D126","RXF 486L16672021_","","","Renal cell carcinoma","Cancer cell line",NA,"",""
"RXF 631L","Kidney","","","","","","","","","","","","","","","","RXF-631","","","","","","","","","","","","","","","","","","","","","","Renal Cancer","","","CVCL_A780","RXF 631L16682021_","","","Renal cell carcinoma","Cancer cell line",NA,"",""
"Raji","Lymphoid","Raji","Raji","RAJI","","RAJI","","Raji","","Raji","Raji","Raji","","RAJI","RAJI","Raji","","","RAJI","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","Blood","","Blood","haematopoietic_and_lymphoid_tissue","blood","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","Blood","haematopoietic_and_lymphoid_tissue","","","","","","","blood","CVCL_0511","Raji_1282_2019","Raji","haematopoietic_and_lymphoid_tissue","Epstein-Barr virus-related Burkitt lymphoma","Cancer cell line",NA,"ACH-000654",""
"Ramos","Lymphoid","","","","","RAMOS","","","","","","","","","RAMOS","","","","RAMOS","","","","","Blood","","","","","","","haematopoietic_and_lymphoid_tissue","","","","","","","","","","blood","CVCL_0597","RAMOS_1283_2019","","haematopoietic_and_lymphoid_tissue","Burkitt lymphoma","Cancer cell line",NA,"ACH-001636",""
"Ramos.2G6.4C10","Lymphoid","Ramos-2G6-4C10","","","","","","Ramos-2G6-4C10","Ramos-2G6-4C10","","","Ramos-2G6-4C10","","","","Ramos-2G6-4C10","","","","haematopoietic_and_lymphoid_tissue","","","","","","Blood","","blood","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","","","","","","","","CVCL_1646","Ramos2G64C10_1284_2019","Ramos-2G6-4C10","haematopoietic_and_lymphoid_tissue","Burkitt lymphoma","Cancer cell line",NA,"ACH-002300",""
"Reh","Lymphoid","REH","Reh","","","","","REH","","Reh","Reh","REH","","REH","Reh","REH","","","REH","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","","Blood","haematopoietic_and_lymphoid_tissue","blood","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","haematopoietic_and_lymphoid_tissue","","","","","","","blood","CVCL_1650","REH_1299_2019","REH","haematopoietic_and_lymphoid_tissue","Childhood B acute lymphoblastic leukemia","Cancer cell line",NA,"ACH-000960",""
"Res256","CNS/Brain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_DG09","Res25616732021_","","","","",NA,"ACH-001172",""
"Res262","CNS/Brain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_VU83","Res26216742021_","","","","",NA,"ACH-001173",""
"Rh1","Bone","RH-1","","","","","","RH-1","RH-1","","","RH-1","","","","RH-1","","","","soft_tissue","","","","","","Muscle","","soft_tissue","","","soft_tissue","","","soft_tissue","","","","","","","","CVCL_1658","RH1_1310_2019","RH-1","soft_tissue","Ewing sarcoma","Cancer cell line","TRUE","ACH-002194",""
"Rh18","Soft Tissue","RH-18","RH-18","","","","","RH-18","","RH-18","RH-18","RH-18","","RH18","","RH-18","","","","soft_tissue","soft_tissue","","","","","Muscle","soft_tissue","soft_tissue","","","soft_tissue","soft_tissue","","soft_tissue","RH18","soft_tissue","","","","","","CVCL_1659","RH18_1311_2019","RH-18","soft_tissue","Alveolar rhabdomyosarcoma","Cancer cell line",NA,"ACH-000689","Rh18"
"Rh28","Soft Tissue","","","","","","","","","","","","","","","","","","RH28","","","","","","","","","","","","","","","","","","","","","","sarcoma","CVCL_8752","Rh2816772021_","","","","",NA,"ACH-001740","Rh28"
