GDSC.sampleid	GDSC.Sample_Name	CCLE.sampleid	GDSC.BROAD_ID	GDSC.RRID	CMP.model_id	CMP.sampleid	GDSC.COSMIC_ID	GDSC.Whole_Exome_Sequencing_(WES)	GDSC.Copy_Number_Alterations_(CNA)	GDSC.Gene_Expression	GDSC.Methylation	GDSC.DrugResponse	GDSC.Tissue_descriptor_1	GDSC.Tissuedescriptor_2	GDSC.Cancer_Type(matching_TCGA_label)	GDSC.Microsatellite_instability_Status_(MSI)	GDSC.Screen_Medium	GDSC.Growth_Properties	GDSC.tissue	GDSC.cancer_type	GDSC.cancer_type_ncit_id	GDSC.sample_site	GDSC.gender	GDSC.ethnicity	GDSC.age_at_sampling
NCI-H2023	NCI-H2023	NCIH2023_LUNG	ACH-000781	CVCL_1515	SIDM00753	SIDS00263	1240187	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD	MSS/MSI-L	R	Adherent	Lung	Squamous Cell Lung Carcinoma	C3493	Lymph node	Male	White	26
NCI-H211	NCI-H211	NCIH211_LUNG	ACH-000639	CVCL_1529	SIDM00704	SIDS00275	1240189	Y	Y	Y	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	R	Adherent	Lung	Small Cell Lung Carcinoma	C4917	Unknown	Female	White	50
NCI-H3122	NCI-H3122	NCIH3122_LUNG	ACH-000337	CVCL_5160	SIDM00137	SIDS00839	1240190	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD	MSS/MSI-L	R	Adherent	Lung	Non-Small Cell Lung Carcinoma	C3512	Unknown	Unknown	Unknown	NA
NCI-H647	NCI-H647	NCIH647_LUNG	ACH-000378	CVCL_1574	SIDM01125	SIDS00309	1240191	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_not specified	NA	MSS/MSI-L	R	Adherent	Lung	Non-Small Cell Lung Carcinoma	C9133	Pleural effusion	Male	White	56
NCI-H841	NCI-H841	NCIH841_LUNG	ACH-000292	CVCL_1595	SIDM01134	SIDS00322	1240192	Y	Y	Y	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	D/F12	Adherent	Lung	Small Cell Lung Carcinoma	C4917	Unknown	Male	White	51
NCI-H847	NCI-H847	NCIH847_LUNG	ACH-001365	CVCL_1596	SIDM01149	SIDS00323	1240193	Y	Y	Y	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	D/F12	Adherent	Lung	Small Cell Lung Carcinoma	C4917	Pleural effusion	Male	White	63
OSC-20	OSC-20	OSC20_UPPER_AERODIGESTIVE_TRACT	ACH-001626	CVCL_3087	SIDM00565	SIDS01032	1240196	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	D/F12	Adherent	Head and Neck	Oral Cavity Carcinoma	C4833	Cervical lymph node	Female	East Asian	59
OV-90	OV-90	OV90_OVARY	ACH-000291	CVCL_3768	SIDM01141	SIDS00331	1240197	Y	Y	Y	Y	Y	urogenital_system	ovary	OV	MSS/MSI-L	D/F12	Adherent	Ovary	Ovarian Carcinoma	C7700	Ascites	Female	Unknown	64
OVISE	OVISE	OVISE_OVARY	ACH-000527	CVCL_3116	SIDM00564	SIDS01033	1240198	Y	Y	Y	Y	Y	urogenital_system	ovary	OV	MSS/MSI-L	R	Adherent	Ovary	Ovarian Carcinoma	C40078	Innominate Bone	Female	East Asian	40
OVKATE	OVKATE	OVKATE_OVARY	ACH-000443	CVCL_3110	SIDM00466	SIDS01034	1240199	Y	Y	Y	Y	Y	urogenital_system	ovary	OV	MSS/MSI-L	R	Adherent	Ovary	Ovarian Carcinoma	C105555	Ovary	Female	East Asian	40
OVMIU	OVMIU	OVMIU_OVARY	ACH-002183	CVCL_3112	SIDM00465	SIDS01035	1240200	Y	Y	Y	Y	Y	urogenital_system	ovary	OV	MSS/MSI-L	R	Adherent	Ovary	Ovarian Carcinoma	C105555	Ovary	Female	East Asian	NA
PA-TU-8988T	PA-TU-8988T	PATU8988T_PANCREAS	ACH-000023	CVCL_1847	SIDM00453	SIDS01139	1240201	Y	Y	Y	Y	Y	pancreas	pancreas	PAAD	MSS/MSI-L	D/F12	Adherent	Pancreas	Pancreatic Carcinoma	C8294	Liver	Female	Unknown	64
PC-3	PC-3 [JPC-3]	NA	NA	NA	NA	NA	1240202	Y	Y	Y	N	Y	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD	MSS/MSI-L	D/F12	Adherent	NA	NA	NA	NA	NA	NA	NA
PCI-15A	PCI-15A	PCI15A_UPPER_AERODIGESTIVE_TRACT	ACH-002294	CVCL_C184	SIDM00270	SIDS00726	1240204	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	R	Adherent	Head and Neck	Head and Neck Carcinoma	C4943	Unknown	Unknown	Unknown	NA
PCI-38	PCI-38	PCI38_UPPER_AERODIGESTIVE_TRACT	ACH-002296	CVCL_M471	SIDM00155	SIDS00727	1240205	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	R	Adherent	Head and Neck	Head and Neck Carcinoma	C34447	Unknown	Unknown	Unknown	NA
PCI-6A	PCI-6A	PCI6A_UPPER_AERODIGESTIVE_TRACT	ACH-002298	CVCL_C173	SIDM00115	SIDS00728	1240206	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	R	Adherent	Head and Neck	Head and Neck Carcinoma	C34447	Unknown	Unknown	Unknown	NA
PE/CA-PJ15	PE/CA-PJ15	NA	NA	NA	NA	NA	1240207	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	D/F12	Adherent	NA	NA	NA	NA	NA	NA	NA
PL18	PL18	PL18_PANCREAS	ACH-002185	CVCL_X507	SIDM00054	SIDS00729	1240208	Y	Y	Y	Y	Y	pancreas	pancreas	PAAD	MSS/MSI-L	D/F12	Adherent	Pancreas	Pancreatic Carcinoma	C8294	Unknown	Unknown	Unknown	NA
RERF-GC-1B	RERF-GC-1B	RERFGC1B_STOMACH	ACH-000144	CVCL_3152	SIDM00358	SIDS01044	1240209	Y	Y	Y	Y	Y	digestive_system	stomach	STAD	MSS/MSI-L	R	Adherent	Stomach	Gastric Carcinoma	C4004	Pyloric lymph nodes	Male	East Asian	41
RH-41	RH-41	RH41_SOFT_TISSUE	ACH-000100	CVCL_2176	SIDM00426	SIDS01147	1240210	Y	Y	Y	Y	Y	soft_tissue	rhabdomyosarcoma	NA	MSS/MSI-L	R	Adherent	Soft Tissue	Rhabdomyosarcoma	C3749	Liver	Female	Unknown	NA
SISO	SISO	SISO_CERVIX	ACH-001650	CVCL_2193	SIDM00394	SIDS01158	1240212	Y	Y	Y	Y	Y	urogenital_system	cervix	CESC	MSS/MSI-L	R	Adherent	Cervix	Cervical Carcinoma	C4029	Unknown	Female	East Asian	67
SKN	SKN	SKN_ENDOMETRIUM	ACH-001655	CVCL_3167	SIDM00377	SIDS01065	1240215	Y	Y	Y	Y	Y	urogenital_system	uterus	NA	MSS/MSI-L	D/F12	Adherent	Uterus	Other Sarcomas	C6340	Uterus	Female	Other	52
SNU-182	SNU-182	SNU182_LIVER	ACH-000483	CVCL_0090	SIDM01151	SIDS00377	1240216	Y	Y	Y	Y	Y	digestive_system	liver	LIHC	MSS/MSI-L	R	Adherent	Liver	Hepatocellular Carcinoma	C3099	Liver	Male	East Asian	24
SNU-398	SNU-398	SNU398_LIVER	ACH-000221	CVCL_0077	SIDM01181	SIDS00379	1240217	Y	Y	Y	Y	Y	digestive_system	liver	LIHC	MSS/MSI-L	R	Adherent	Liver	Hepatocellular Carcinoma	C3099	Liver	Male	East Asian	42
SU8686	SU8686	SU8686_PANCREAS	ACH-000114	CVCL_3881	SIDM01188	SIDS00385	1240218	Y	Y	Y	Y	Y	pancreas	pancreas	PAAD	MSS/MSI-L	R	Adherent	Pancreas	Pancreatic Carcinoma	C8294	Liver	Female	White	57
SUIT-2	SUIT-2	SUIT2_PANCREAS	ACH-000652	CVCL_3172	SIDM00371	SIDS01070	1240219	Y	Y	Y	Y	Y	pancreas	pancreas	PAAD	MSS/MSI-L	R	Adherent	Pancreas	Pancreatic Carcinoma	C9120	Liver	Male	East Asian	73
SW156	SW156	SW156_KIDNEY	ACH-001398	CVCL_1719	SIDM01162	SIDS00391	1240220	Y	N	Y	Y	Y	kidney	kidney	KIRC	MSS/MSI-L	D/F12	Adherent	Kidney	Kidney Carcinoma	C9385	Unknown	Male	White	75
TC-71	TC-71	TC71_BONE	ACH-000424	CVCL_2213	SIDM00419	SIDS01172	1240221	Y	Y	Y	Y	Y	bone	ewings_sarcoma	NA	MSS/MSI-L	D/F12	Adherent	Bone	Ewing's Sarcoma	C4817	Humerus	Male	Unknown	22
TOV-21G	TOV-21G	TOV21G_OVARY	ACH-000885	CVCL_3613	SIDM01169	SIDS00412	1240222	Y	Y	Y	Y	Y	urogenital_system	ovary	OV	MSI-H	D/F12	Adherent	Ovary	Ovarian Carcinoma	C40078	Ovary	Female	Unknown	62
TT2609-C02	TT2609-C02	TT2609C02_THYROID	ACH-000716	CVCL_2218	SIDM00418	SIDS01173	1240223	Y	Y	Y	Y	Y	thyroid	thyroid	THCA	MSS/MSI-L	R	Adherent	Thyroid	Thyroid Gland Carcinoma	C8054	Unknown	Male	White	57
VMRC-RCW	VMRC-RCW	VMRCRCW_KIDNEY	ACH-000484	CVCL_1790	SIDM00318	SIDS01085	1240224	Y	Y	N	N	Y	kidney	kidney	KIRC	MSS/MSI-L	R	Adherent	Kidney	Kidney Carcinoma	C9385	Unknown	Male	Unknown	NA
WM278	WM278	WM278_SKIN	ACH-002206	CVCL_6473	SIDM00975	SIDS00432	1240226	Y	Y	Y	Y	Y	skin	melanoma	SKCM	MSS/MSI-L	R	Adherent	Skin	Melanoma	C3224	Unknown	Unknown	Unknown	NA
SUP-B15	SUP-B15	SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000059	CVCL_0103	SIDM01176	SIDS00386	1247871	Y	Y	Y	Y	Y	leukemia	lymphoblastic_leukemia	ALL	MSS/MSI-L	D/F12	Suspension	Haematopoietic and Lymphoid	B-Lymphoblastic Leukemia	C9140	Bone marrow	Male	White	8
H3255	H3255	NCIH3255_LUNG	ACH-000109	CVCL_6831	SIDM00046	SIDS00737	1247873	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD	MSS/MSI-L	R	Adherent	Lung	Non-Small Cell Lung Carcinoma	C3512	Unknown	Unknown	Unknown	NA
201T	201T	201T_LUNG	ACH-002089	CVCL_X481	SIDM00055	SIDS00744	1287381	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD	MSS/MSI-L	R	Adherent	Lung	Non-Small Cell Lung Carcinoma	C3512	Unknown	Unknown	Unknown	NA
451LU	451Lu	451LU_SKIN	ACH-001002	CVCL_6357	SIDM01240	SIDS00062	1287706	Y	Y	Y	Y	Y	skin	melanoma	SKCM	MSS/MSI-L	D/F12	Adherent	Skin	Melanoma	C3224	Unknown	Male	Unknown	22
OCI-AML3	OCI-AML3	OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000336	CVCL_1844	SIDM00462	SIDS01131	1290455	Y	Y	Y	Y	Y	leukemia	acute_myeloid_leukaemia	LAML	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Acute Myeloid Leukemia	C9154	Peripheral blood	Male	Unknown	57
ASH-3	ASH-3	ASH3_THYROID	ACH-001443	CVCL_2856	SIDM00491	SIDS00950	1290722	Y	Y	Y	Y	Y	thyroid	thyroid	THCA	MSS/MSI-L	D/F12	Adherent	Thyroid	Thyroid Gland Carcinoma	C3878	Neck	Female	East Asian	68
BICR10	BICR10	BICR10_UPPER_AERODIGESTIVE_TRACT	ACH-001331	CVCL_2307	SIDM00077	SIDS00803	1290724	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	D/F12	Adherent	Head and Neck	Oral Cavity Carcinoma	C4833	Unknown	Female	White	NA
BICR31	BICR31	BICR31_UPPER_AERODIGESTIVE_TRACT	ACH-000228	CVCL_2312	SIDM00078	SIDS00804	1290725	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	D/F12	Adherent	Head and Neck	Oral Cavity Carcinoma	C4648	Unknown	Male	White	NA
CAL-29	CAL-29	CAL29_URINARY_TRACT	ACH-000142	CVCL_1808	SIDM00936	SIDS00471	1290730	Y	Y	Y	Y	Y	urogenital_system	Bladder	BLCA	MSS/MSI-L	D/F12	Adherent	Bladder	Bladder Carcinoma	C4912	Urinary Bladder	Female	Unknown	80
CAL-78	CAL-78	CAL78_BONE	ACH-000516	CVCL_1809	SIDM00929	SIDS00478	1290765	Y	Y	Y	Y	Y	bone	chondrosarcoma	NA	MSS/MSI-L	R	Adherent	Bone	Chondrosarcoma	C2946	Thigh muscle	Male	Unknown	76
CHSA0011	CHSA0011	CHSA0011_BONE	ACH-002092	CVCL_X483	SIDM00051	SIDS00732	1290767	Y	Y	Y	N	Y	bone	chondrosarcoma	NA	NA	R	Adherent	Bone	Chondrosarcoma	C2946	Unknown	Unknown	Unknown	NA
CHSA0108	CHSA0108	CHSA0108_BONE	ACH-002093	CVCL_X484	SIDM00050	SIDS00733	1290768	Y	Y	Y	N	Y	bone	chondrosarcoma	NA	NA	R	Adherent	Bone	Chondrosarcoma	C2946	Unknown	Unknown	Unknown	NA
CL-11	CL-11	CL11_LARGE_INTESTINE	ACH-000249	CVCL_1978	SIDM00944	SIDS00482	1290769	Y	Y	Y	Y	Y	large_intestine	large_intestine	COAD/READ	MSS/MSI-L	D/F12	Adherent	Large Intestine	Colorectal Carcinoma	C4349	Colon	Unknown	Unknown	NA
CL-34	CL-34	CL34_LARGE_INTESTINE	ACH-000895	CVCL_1980	SIDM00945	SIDS00483	1290771	Y	Y	Y	N	Y	large_intestine	large_intestine	COAD/READ	NA	D/F12	Adherent	Large Intestine	Colorectal Carcinoma	C4349	Right colon	Female	Unknown	NA
CS1	CS1	CS1_BONE	ACH-002099	CVCL_T023	SIDM00199	SIDS01184	1290795	Y	Y	Y	Y	Y	bone	bone_other	NA	MSS/MSI-L	R	Adherent	Bone	Chondrosarcoma	C2946	Unknown	Unknown	Unknown	NA
DAN-G	DAN-G	DANG_PANCREAS	ACH-000243	CVCL_0243	SIDM00950	SIDS00494	1290797	Y	Y	Y	Y	Y	pancreas	pancreas	PAAD	MSS/MSI-L	R	Adherent	Pancreas	Pancreatic Carcinoma	C8294	Unknown	Unknown	Unknown	NA
EFM-192A	EFM-192A	EFM192A_BREAST	ACH-000117	CVCL_1812	SIDM01002	SIDS00502	1290798	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	R	Adherent	Breast	Breast Carcinoma	C4872	Pleural Effusion	Female	White	46
FU97	FU97	FU97_STOMACH	ACH-000633	CVCL_2908	SIDM00503	SIDS00956	1290806	Y	Y	Y	Y	Y	digestive_system	stomach	STAD	MSS/MSI-L	D/F12	Adherent	Stomach	Gastric Carcinoma	C4004	Unknown	Female	East Asian	66
G-292CLONEA141B1	G-292 Clone A141B1	NA	NA	NA	NA	NA	1290807	Y	Y	Y	Y	Y	bone	osteosarcoma	NA	MSS/MSI-L	R	Adherent	NA	NA	NA	NA	NA	NA	NA
H2369	H2369	NA	NA	NA	NA	NA	1290808	Y	Y	Y	Y	Y	lung	mesothelioma	MESO	MSS/MSI-L	R	Adherent	NA	NA	NA	NA	NA	NA	NA
H2373	H2373	NA	NA	NA	NA	NA	1290809	Y	Y	Y	Y	Y	lung	mesothelioma	MESO	MSS/MSI-L	R	Adherent	NA	NA	NA	NA	NA	NA	NA
H2461	H2461	NA	NA	NA	NA	NA	1290810	Y	Y	Y	Y	Y	lung	mesothelioma	MESO	MSS/MSI-L	R	Adherent	NA	NA	NA	NA	NA	NA	NA
H2722	H2722	NA	NA	NA	NA	NA	1290812	Y	Y	Y	Y	Y	lung	mesothelioma	MESO	MSS/MSI-L	R	Adherent	NA	NA	NA	NA	NA	NA	NA
H2795	H2795	NA	NA	NA	NA	NA	1290813	Y	Y	Y	Y	Y	lung	mesothelioma	MESO	MSS/MSI-L	R	Adherent	NA	NA	NA	NA	NA	NA	NA
H2818	H2818	NA	NA	NA	NA	NA	1290814	Y	Y	Y	Y	Y	lung	mesothelioma	MESO	MSS/MSI-L	R	Adherent	NA	NA	NA	NA	NA	NA	NA
HCC1428	HCC1428	HCC1428_BREAST	ACH-000352	CVCL_1252	SIDM00881	SIDS00136	1290905	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	R	Adherent	Breast	Breast Carcinoma	C5214	Pleural effusion	Female	White	49
HCC202	HCC202	HCC202_BREAST	ACH-000725	CVCL_2062	SIDM00870	SIDS00147	1290906	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	R	Adherent	Breast	Breast Carcinoma	C4017	Mammary gland/duct	Female	White	82
HCC-56	HCC-56	NA	NA	NA	NA	NA	1290907	Y	Y	Y	Y	Y	large_intestine	large_intestine	COAD/READ	MSS/MSI-L	R	Adherent	NA	NA	NA	NA	NA	NA	NA
HCC-78	HCC-78	HCC78_LUNG	ACH-000562	CVCL_2061	SIDM01068	SIDS00525	1290908	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD	MSS/MSI-L	R	Adherent	Lung	Non-Small Cell Lung Carcinoma	C3512	Pleural effusion	Male	Unknown	65
HDQ-P1	HDQ-P1	HDQP1_BREAST	ACH-000643	CVCL_2067	SIDM01062	SIDS00531	1290922	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	D/F12	Adherent	Breast	Breast Carcinoma	C4872	Unknown	Female	Unknown	50
ALL-SIL	ALL-SIL	ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000105	CVCL_1805	SIDM00994	SIDS00451	1295740	Y	Y	Y	Y	Y	leukemia	T_cell_leukemia	ALL	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	T-Lymphoblastic Leukemia	C7953	Peripheral Blood	Male	Unknown	17
AMO-1	AMO-1	AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000838	CVCL_1806	SIDM00993	SIDS00452	1295741	Y	Y	Y	Y	Y	myeloma	haematopoietic_neoplasm other	MM	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Plasma Cell Myeloma	C3242	Ascites	Female	Unknown	64
COR-L303	COR-L303	CORL303_LUNG	ACH-002095	CVCL_2411	SIDM00510	SIDS00893	1297438	Y	Y	Y	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	R	Suspension	Lung	Small Cell Lung Carcinoma	C4917	Unknown	Female	Unknown	NA
COR-L95	COR-L95	CORL95_LUNG	ACH-000743	CVCL_2418	SIDM00521	SIDS00898	1297439	Y	Y	Y	N	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	R	Adherent	Lung	Small Cell Lung Carcinoma	C4917	Bronchus	Male	Unknown	64
DND-41	DND-41	DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000981	CVCL_2022	SIDM00946	SIDS00498	1297446	Y	Y	Y	Y	Y	leukemia	T_cell_leukemia	ALL	MSI-H	R	Suspension	Haematopoietic and Lymphoid	T-Lymphoblastic Leukemia	C7953	Peripheral Blood	Male	Unknown	13
EJM	EJM	EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000821	CVCL_2030	SIDM01048	SIDS00507	1297447	Y	Y	Y	Y	Y	myeloma	lymphoid_neoplasm other	MM	MSS/MSI-L	D/F12	Semi-Adherent	Haematopoietic and Lymphoid	Plasma Cell Myeloma	C3242	Peritoneal fluid	Female	Unknown	58
FARAGE	Farage	FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-001498	CVCL_3302	SIDM00859	SIDS00120	1297449	Y	Y	Y	Y	Y	lymphoma	B_cell_lymphoma	DLBC	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	B-Cell Non-Hodgkin's Lymphoma	C8851	Lymph node	Female	White	NA
HELA	HeLa	HELA_CERVIX	ACH-001086	CVCL_0030	SIDM00846	SIDS00019	1298134	Y	Y	Y	Y	Y	urogenital_system	cervix	CESC	MSS/MSI-L	D/F12	Adherent	Cervix	Cervical Carcinoma	C4029	Cervix	Female	Black	31
HPAC	HPAC	HPAC_PANCREAS	ACH-000270	CVCL_3517	SIDM00670	SIDS00157	1298136	Y	Y	Y	Y	Y	pancreas	pancreas	PAAD	MSS/MSI-L	D/F12	Adherent	Pancreas	Pancreatic Carcinoma	C8294	Pancreas	Female	White	64
HS766T	Hs766T	NA	NA	NA	NA	NA	1298141	Y	Y	Y	Y	Y	pancreas	pancreas	PAAD	MSS/MSI-L	D/F12	Adherent	NA	NA	NA	NA	NA	NA	NA
HS939-T	Hs939-T	NA	NA	NA	NA	NA	1298144	Y	Y	N	N	Y	skin	melanoma	SKCM	MSS/MSI-L	D/F12	Adherent	NA	NA	NA	NA	NA	NA	NA
HS940-T	Hs940-T	NA	NA	NA	NA	NA	1298145	Y	Y	Y	Y	Y	skin	melanoma	SKCM	MSS/MSI-L	D/F12	Adherent	NA	NA	NA	NA	NA	NA	NA
HUH-1	huH-1	HUH1_LIVER	ACH-000475	CVCL_2956	SIDM00586	SIDS00972	1298146	Y	Y	Y	Y	Y	digestive_system	liver	LIHC	MSS/MSI-L	D/F12	Adherent	Liver	Hepatocellular Carcinoma	C3099	Unknown	Male	East Asian	53
JHH-1	JHH-1	JHH1_LIVER	ACH-000620	CVCL_2785	SIDM00618	SIDS00979	1298151	Y	Y	Y	Y	Y	digestive_system	liver	LIHC	MSS/MSI-L	D/F12	Adherent	Liver	Hepatocellular Carcinoma	C3099	Gall Bladder	Male	East Asian	50
JHU-029	JHU-029	JHU029_UPPER_AERODIGESTIVE_TRACT	ACH-002251	CVCL_5993	SIDM00690	SIDS00175	1298156	Y	Y	Y	N	Y	aero_dig_tract	head and neck	HNSC	NA	R	Adherent	Head and Neck	Head and Neck Carcinoma	C4044	Unknown	Unknown	Unknown	NA
JIMT-1	JIMT-1	JIMT1_BREAST	ACH-000711	CVCL_2077	SIDM01037	SIDS00537	1298157	Y	Y	Y	N	Y	breast	breast	BRCA	NA	D/F12	Adherent	Breast	Breast Carcinoma	C4872	Pleural effusion	Female	Unknown	62
K2	K2	K2_SKIN	ACH-002147	CVCL_AT85	SIDM00126	SIDS00811	1298160	Y	Y	Y	N	Y	skin	melanoma	SKCM	NA	D/F12	Adherent	Skin	Melanoma	C3224	Unknown	Unknown	Unknown	NA
KMH-2	KMH-2			CVCL_S641	SIDM00619	SIDS00986	1298167	Y	Y	N	Y	Y	thyroid	thyroid	THCA	MSS/MSI-L	R	Adherent	Thyroid	Thyroid Gland Carcinoma	C3878	Thyroid	Male	East Asian	71
KMRC-1	KMRC-1	KMRC1_KIDNEY	ACH-000684	CVCL_2983	SIDM00611	SIDS00987	1298168	Y	Y	Y	Y	Y	kidney	kidney	KIRC	MSS/MSI-L	D/F12	Adherent	Kidney	Kidney Carcinoma	C4033	Kidney	Male	East Asian	NA
KMRC-20	KMRC-20	KMRC20_KIDNEY	ACH-000250	CVCL_2986	SIDM00609	SIDS00988	1298169	Y	Y	Y	Y	Y	kidney	kidney	KIRC	MSS/MSI-L	D/F12	Adherent	Kidney	Kidney Carcinoma	C4033	Kidney	Unknown	East Asian	NA
KON	KON	KON_UPPER_AERODIGESTIVE_TRACT	ACH-001542	CVCL_3001	SIDM00604	SIDS00993	1298215	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	D/F12	Adherent	Head and Neck	Oral Cavity Carcinoma	C4833	Oral floor	Male	East Asian	76
KP-1N	KP-1N	KP1N_PANCREAS	ACH-001107	CVCL_3002	SIDM00583	SIDS00995	1298216	Y	Y	Y	Y	Y	pancreas	pancreas	PAAD	MSS/MSI-L	R	Adherent	Pancreas	Pancreatic Carcinoma	C9120	Unknown	Male	White	56
KP-2	KP-2	KP2_PANCREAS	ACH-000281	CVCL_3004	SIDM00582	SIDS00997	1298218	Y	N	Y	N	Y	pancreas	pancreas	PAAD	NA	D/F12	Adherent	Pancreas	Pancreatic Carcinoma	C3850	Unknown	Female	East Asian	65
KP-3	KP-3	KP3_PANCREAS	ACH-000108	CVCL_3005	SIDM00571	SIDS00998	1298219	Y	Y	Y	Y	Y	pancreas	pancreas	UNABLE TO CLASSIFY	MSS/MSI-L	R	Adherent	Pancreas	Pancreatic Carcinoma	C5721	Liver	Male	East Asian	75
KYSE-50	KYSE-50	KYSE50_OESOPHAGUS	ACH-002264	CVCL_1360	SIDM00550	SIDS01008	1298222	Y	Y	Y	Y	Y	aero_dig_tract	oesophagus	ESCA	MSS/MSI-L	D/F12	Adherent	Esophagus	Esophageal Squamous Cell Carcinoma	C4024	Unknown	Male	East Asian	58
LC-1-SQ	LC-1-sq	LC1SQ_LUNG	ACH-002156	CVCL_3008	SIDM00300	SIDS00679	1298223	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma	LUSC	MSS/MSI-L	R	Adherent	Lung	Squamous Cell Lung Carcinoma	C3493	Lung	Male	East Asian	69
LOU-NH91	LOU-NH91	LOUNH91_LUNG	ACH-000176	CVCL_2104	SIDM00341	SIDS01100	1298226	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma	LUSC	MSS/MSI-L	R	Adherent	Lung	Squamous Cell Lung Carcinoma	C3493	Lower right lung lobe	Female	Unknown	64
NCI-H1435	NCI-H1435	NCIH1435_LUNG	ACH-000852	CVCL_1470	SIDM00658	SIDS00224	1298347	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD	MSS/MSI-L	D/F12	Semi-Adherent	Lung	Non-Small Cell Lung Carcinoma	C3512	Lung	Female	Unknown	35
NCI-H1568	NCI-H1568	NCIH1568_LUNG	ACH-000869	CVCL_1476	SIDM00750	SIDS00229	1298348	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD	MSS/MSI-L	R	Adherent	Lung	Non-Small Cell Lung Carcinoma	C3512	Lymph node	Female	White	48
NCI-H1688	NCI-H1688	NCIH1688_LUNG	ACH-002170	CVCL_1487	SIDM00792	SIDS00053	1298349	Y	Y	Y	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	R	Adherent	Lung	Small Cell Lung Carcinoma	C4917	Liver	Male	White	50
NCI-H1781	NCI-H1781	NCIH1781_LUNG	ACH-000379	CVCL_1494	SIDM00754	SIDS00244	1298350	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD	MSS/MSI-L	R	Adherent	Lung	Non-Small Cell Lung Carcinoma	C2923	Pleural effusion	Female	White	66
NCI-H2110	NCI-H2110	NCIH2110_LUNG	ACH-000929	CVCL_1530	SIDM00703	SIDS00276	1298351	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_not specified	UNABLE TO CLASSIFY	MSS/MSI-L	R	Adherent	Lung	Non-Small Cell Lung Carcinoma	C2926	Pleural effusion	Unknown	Unknown	NA
