unichem.ChEMBL	pubchem.CID	CCLE.treatmentid	CTRP.treatmentid	GDSC.treatmentid	gCSI.treatmentid	pubchem.MolecularFormula	pubchem.MolecularWeight	pubchem.InChIKey	pubchem.Title	unichem.ChEBI	unichem.FDA_SRS	unichem.LINCS	unichem.rxnorm	unichem.clinicaltrials	unichem.DrugBank	unichem.NIH_Clinical_Collection	unichem.PharmGKB	chembl.action_type	chembl.disease_efficacy	chembl.max_phase	chembl.mec_id	chembl.mechanism_of_action	chembl.target_chembl_id	chembl.site_id	chembl.parent_molecule_chembl_id
CHEMBL189963	5330286	PD-0332991		Palbociclib	Palbociclib	C24H29N7O2	447.5	AHJRHEGDXFFMBM-UHFFFAOYSA-N	Palbociclib	85993	G9ZF61LE7G	LSM-1071	PALBOCICLIB,IBRANCE	PD 0332991-0054,PD-0332991,PD-0332991-0054,PALBOCICLIB,PALBOCICLIB ISETHIONATE,PF-00080665-73,IBRANCE	DB09073	""	PA166153469	INHIBITOR	1	4	2316	CDK6/cyclin D1 inhibitor	CHEMBL2111455	1744	CHEMBL189963
CHEMBL189963	5330286	PD-0332991		Palbociclib	Palbociclib	C24H29N7O2	447.5	AHJRHEGDXFFMBM-UHFFFAOYSA-N	Palbociclib	85993	G9ZF61LE7G	LSM-1071	PALBOCICLIB,IBRANCE	PD 0332991-0054,PD-0332991,PD-0332991-0054,PALBOCICLIB,PALBOCICLIB ISETHIONATE,PF-00080665-73,IBRANCE	DB09073	""	PA166153469	INHIBITOR	1	4	2317	Cyclin-dependent kinase 4/cyclin D1 inhibitor	CHEMBL1907601	2150	CHEMBL189963
CHEMBL1673415	45100481		palmostatin B			C23H36O4	376.5	ASVWFAVGLYUDFD-PMACEKPBSA-N	Palmostatin B	""	""	""	""	""	""	""	""								
CHEMBL1213457	135928012		pandacostat			C17H15N3O6	357.32	KGDMFBRXTHKRPA-GRCJMCHGSA-N	Pandacostat	""	""	""	""	""	""	""	""								
CHEMBL483254	6918837	Panobinostat  	LBH-589	Panobinostat		C21H23N3O2	349.4	FPOHNWQLNRZRFC-ZHACJKMWSA-N	Panobinostat	85990	9647FM7Y3Z	LSM-43059	PANOBINOSTAT LACTATE,FARYDAK,PANOBINOSTAT	PANOBINOSTAT LACTATE,PANOBINOSTAT,FARYDAK	DB06603	""	PA166161307								
CHEMBL528271	26596		parbendazole			C13H17N3O2	247.29	YRWLZFXJFBZBEY-UHFFFAOYSA-N	Parbendazole	94267	N4X8WVX2UG	LSM-4893	""	""	""	""	""								
CHEMBL388727	7251185		parthenolide	Parthenolide		C15H20O3	248.32	KTEXNACQROZXEV-PVLRGYAZSA-N	Parthenolide	7939	""	LSM-43090	""	""	""	""	""								
CHEMBL477772	10113978		pazopanib	Pazopanib		C21H23N7O2S	437.5	CUIHSIWYWATEQL-UHFFFAOYSA-N	Pazopanib	71219	7RN5DR86CK	LSM-1114	PAZOPANIB,VOTRIENT,PAZOPANIB HYDROCHLORIDE	GW786034B,GW786034,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,GW-786034B,VOTRIENT	DB06589	""	""								
CHEMBL607707	6445562			Pelitinib		C24H23ClFN5O2	467.9	WVUNYSQLFKLYNI-AATRIKPKSA-N	Pelitinib	38927	X5DWL380Z6	LSM-42796	""	PELITINIB,EKB-569,WAY-EKB-569	DB05524	""	""	INHIBITOR	1	2	4713	Epidermal growth factor receptor erbB1 inhibitor	CHEMBL203		CHEMBL607707
CHEMBL225072	135410875			Pemetrexed		C20H21N5O6	427.4	WBXPDJSOTKVWSJ-ZDUSSCGKSA-N	Pemetrexed	63616	04Q9AIZ7NO	LSM-6353	PEMETREXED,ALIMTA,PEMETREXED DISODIUM,PEMETREXED DISODIUM HEPTAHYDRATE	PEMETREXED DISODIUM HEPTAHYDRATE,PEMFEXY,PEMETREXED,PEMETREXED DISODIUM,NSC-698037,ALIMTA,PEMETREXED SODIUM HYDRATE,LY-231514,LY231514	DB00642	""	""								
CHEMBL1231160	16720766		pevonedistat	Pevonedistat		C21H25N5O4S	443.5	MPUQHZXIXSTTDU-QXGSTGNESA-N	Pevonedistat	145535,95028	S3AZD8D215	LSM-6263	""	MLN 4924,PEVONEDISTAT,MLN-4924,MLN4924	DB11759	""	""	INHIBITOR	1	3	5761	NEDD8 activating enzyme inhibitor	CHEMBL3831283		CHEMBL1231160
CHEMBL450786	10461815	PHA-665752		PHA-665752		C32H34Cl2N4O4S	641.6	OYONTEXKYJZFHA-SSHUPFPWSA-N	Pha-665752	90197	0VXU5T5R3J	LSM-42793	""	""	""	""	PA152241908								
CHEMBL170988	8249			Phenformin		C10H15N5	205.26	ICFJFFQQTFMIBG-UHFFFAOYSA-N	Phenformin	8064	DD5K7529CE	LSM-2233	PHENFORMIN,PHENFORMIN HYDROCHLORIDE	PHENFORMIN	DB00914	""	PA1000								
CHEMBL45068	4788		phloretin			C15H14O5	274.27	VGEREEWJJVICBM-UHFFFAOYSA-N	Phloretin	17276	S5J5OE47MK	LSM-6221	PHLORETIN	""	DB07810	""	""								
CHEMBL521851	17755052		GDC-0941	Pictilisib	GDC-0941	C23H27N7O3S2	513.6	LHNIIDJUOCFXAP-UHFFFAOYSA-N	Pictilisib	65326	ICY00EMP8P	LSM-1047	""	GDC 0941,GDC-0941,PICTILISIB	DB11663	""	""	INHIBITOR	1	2	4808	PI3-kinase class I inhibitor	CHEMBL3559703		CHEMBL521851
CHEMBL556353	9929138		pifithrin-alpha			C16H19BrN2OS	367.3	HAGVCKULCLQGRF-UHFFFAOYSA-N	Pifithrin-alpha	""	D213B92S1Y	""	""	""	""	""	""								
CHEMBL3360203	56599306			Pilaralisib		C25H25ClN6O4S	541	QINPEPAQOBZPOF-UHFFFAOYSA-N	Pilaralisib	""	60ES45KTMK	LSM-45674	""	PILARALISIB,SAR-245408,XL147,XL-147,SAR245408	DB11772	""	""	INHIBITOR	1	2	4815	PI3-kinase class I inhibitor	CHEMBL3559703		CHEMBL3360203
CHEMBL3087499	57345410			EPZ5676		C30H42N8O3	562.7	LXFOLMYKSYSZQS-XKHGBIBOSA-N	Pinometostat	124919	""	LSM-36363	""	""	""	""	""								
CHEMBL465843	637858		piperlongumine	Piperlongumine		C17H19NO5	317.34	VABYUUZNAVQNPG-BQYQJAHWSA-N	Piperlongumine	8241	SGD66V4SVJ	LSM-42914	""	""	""	""	""								
""	23939		Platin			Pt	195.08	BASFCYQUMIYNBI-UHFFFAOYSA-N	Platinum	33400,33364	49DFR088MY	""	PLATINUM	""	DB12257	""	""								
CHEMBL4213673	12003241		pluripotin			C27H25F3N8O2	550.5	NBZFRTJWEIHFPF-UHFFFAOYSA-N	Pluripotin	""	""	""	""	""	""	""	""								
CHEMBL4647008	122540908			POMHEX		C17H30NO9P	423.4	TVFIFFUSHZDTKT-UHFFFAOYSA-N	Pomhex	""	""	""	""	""	""	""	""								
CHEMBL1171837	24826799			Ponatinib		C29H27F3N6O	532.6	PHXJVRSECIGDHY-UHFFFAOYSA-N	Ponatinib	78543	4340891KFS	LSM-1151	PONATINIB,PONATINIB HYDROCHLORIDE,ICLUSIG	AP24534 HCL,PONATINIB,PONATINIB HYDROCHLORIDE,ICLUSIG,AP-24534,AP24534,AP-24534 HCL	DB08901	""	PA165980594								
CHEMBL186872	322968		PRIMA-1			C9H15NO3	185.22	RFBVBRVVOPAAFS-UHFFFAOYSA-N	Prima-1	94995	GHC34M30BG	LSM-6220	""	""	""	""	""								
CHEMBL3186011	52918385			PRIMA-1MET		C10H17NO3	199.25	BGBNULCRKBVAKL-UHFFFAOYSA-N	Prima-1met	""	Z41TGB4080	""	""	PRIMA-1MET,EPRENETAPOPT,APR-246	DB11684	""	""	STABILISER	1	3	8207	Cellular tumor antigen p53 stabiliser	CHEMBL4096		CHEMBL3186011
CHEMBL1321	4915		procarbazine			C12H19N3O	221.3	CPTBDICYNRMXFX-UHFFFAOYSA-N	Procarbazine	71417	35S93Y190K	LSM-2272	PROCARBAZINE,MATULANE,PROCARBAZINE HYDROCHLORIDE	NCI-C 01810,NCI-C-01810,NATULAN,NSC-77213,PROCARBAZINE,PROCARBAZINE HYDROCHLORIDE,MATULANE,RO-4-6467	DB01168	""	PA451112								
CHEMBL728	4917		prochlorperazine			C20H24ClN3S	373.9	WIKYUJGCLQQFNW-UHFFFAOYSA-N	Prochlorperazine	8435	YHP6YLT61T	LSM-2436	PROCHLORPERAZINE EDISYLATE,PROCHLORPERAZINE MALEATE,COMPRO,COMPAZINE,PROCHLORPERAZINE	PROCHLORPERAZINE,PROCHLORPERAZINE DIMALEATE,PROCHLORPERAZINE EDISYLATE,PROCHLORPERAZINE MALEATE,COMPAZINE,COMPRO	DB00433	""	PA451114	ANTAGONIST	1	4	196	Dopamine D2 receptor antagonist	CHEMBL217		CHEMBL728
CHEMBL1221984	5284329		purmorphamine			C31H32N6O2	520.6	FYBHCRQFSFYWPY-UHFFFAOYSA-N	Purmorphamine	63053	PB12M2F8KY	LSM-3649	""	""	""	""	""								
CHEMBL2322201	5335621		PYR-41			C17H13N3O7	371.3	ARGIPZKQJGFSGQ-LCYFTJDESA-N	Pyr-41	192997	""	""	""	""	""	""	""								
CHEMBL2349416	25227847			Pyridostatin		C31H32N8O5	596.6	VGHSATQVJCTKEF-UHFFFAOYSA-N	Pyridostatin	""	""	""	""	""	""	""	""								
CHEMBL36	4993			Pyrimethamine		C12H13ClN4	248.71	WKSAUQYGYAYLPV-UHFFFAOYSA-N	Pyrimethamine	8673	Z3614QOX8W	LSM-3967	DARAPRIM,PYRIMETHAMINE	PYRIMETHAMINE,DARAPRIM	DB00205	SAM002554921	PA451193	INHIBITOR	1	4	453	Dihydrofolate reductase inhibitor	CHEMBL1939		CHEMBL36
CHEMBL576982	24889392		quizartinib	Quizartinib		C29H32N6O4S	560.7	CVWXJKQAOSCOAB-UHFFFAOYSA-N	Quizartinib	90217	7LA4O6Q0D3	LSM-1037	""	AC-010220,ASP-2689,AC010220,QUIZARTINIB DIHYDROCHLORIDE,AC220,AC-220,QUIZARTINIB	DB12874	""	""	INHIBITOR	1	3	5248	Macrophage colony stimulating factor receptor inhibitor	CHEMBL1844		CHEMBL576982
CHEMBL576982	24889392		quizartinib	Quizartinib		C29H32N6O4S	560.7	CVWXJKQAOSCOAB-UHFFFAOYSA-N	Quizartinib	90217	7LA4O6Q0D3	LSM-1037	""	AC-010220,ASP-2689,AC010220,QUIZARTINIB DIHYDROCHLORIDE,AC220,AC-220,QUIZARTINIB	DB12874	""	""	INHIBITOR	1	3	5249	Tyrosine-protein kinase receptor FLT3 inhibitor	CHEMBL1974		CHEMBL576982
CHEMBL576982	24889392		quizartinib	Quizartinib		C29H32N6O4S	560.7	CVWXJKQAOSCOAB-UHFFFAOYSA-N	Quizartinib	90217	7LA4O6Q0D3	LSM-1037	""	AC-010220,ASP-2689,AC010220,QUIZARTINIB DIHYDROCHLORIDE,AC220,AC-220,QUIZARTINIB	DB12874	""	""	INHIBITOR	1	3	5250	Stem cell growth factor receptor inhibitor	CHEMBL1936		CHEMBL576982
CHEMBL576982	24889392		quizartinib	Quizartinib		C29H32N6O4S	560.7	CVWXJKQAOSCOAB-UHFFFAOYSA-N	Quizartinib	90217	7LA4O6Q0D3	LSM-1037	""	AC-010220,ASP-2689,AC010220,QUIZARTINIB DIHYDROCHLORIDE,AC220,AC-220,QUIZARTINIB	DB12874	""	""	INHIBITOR	1	3	5251	Platelet-derived growth factor receptor inhibitor	CHEMBL2095189		CHEMBL576982
CHEMBL576982	24889392		quizartinib	Quizartinib		C29H32N6O4S	560.7	CVWXJKQAOSCOAB-UHFFFAOYSA-N	Quizartinib	90217	7LA4O6Q0D3	LSM-1037	""	AC-010220,ASP-2689,AC010220,QUIZARTINIB DIHYDROCHLORIDE,AC220,AC-220,QUIZARTINIB	DB12874	""	""	INHIBITOR	1	3	5252	Tyrosine-protein kinase receptor RET inhibitor	CHEMBL2041		CHEMBL576982
CHEMBL1567670	5738263		B02			C22H17N3O	339.4	GEKDQXSPTHHANP-OUKQBFOZSA-N	RAD51 inhibitor B02	""	""	LSM-43139	""	""	""	""	""								
CHEMBL4297422	49867930		RO4929097			C22H20F5N3O3	469.4	OJPLJFIFUQPSJR-INIZCTEOSA-N	RO4929097	86474	KK8645V7LE	LSM-42762	""	RG-4733,RO 4929097,RG 4733,RO-4929097	DB11870	""	""	INHIBITOR	1	2	7917	Gamma-secretase inhibitor	CHEMBL2094135		CHEMBL4297422
CHEMBL3133036	46006640			RU-SKI 43		C22H30N2O2S	386.6	AEENEMOEBJOKGN-UHFFFAOYSA-N	RU-Ski 43	""	""	""	""	""	""	""	""								
CHEMBL1236682	44182295			Refametinib		C19H20F3IN2O5S	572.3	RDSACQWTXKSHJT-NSHDSACASA-N	Refametinib	""	JPX07AFM0N	LSM-45886	""	BAY 869766,REFAMETINIB,RDEA-119,RDEA 119,BAY86-9766,BAY-869766,BAY-86-9766	DB06309	""	""	INHIBITOR	1	2	4660	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	CHEMBL3587		CHEMBL1236682
CHEMBL1236682	44182295			Refametinib		C19H20F3IN2O5S	572.3	RDSACQWTXKSHJT-NSHDSACASA-N	Refametinib	""	JPX07AFM0N	LSM-45886	""	BAY 869766,REFAMETINIB,RDEA-119,RDEA 119,BAY86-9766,BAY-869766,BAY-86-9766	DB06309	""	""	INHIBITOR	1	2	4661	Dual specificity mitogen-activated protein kinase kinase 2 inhibitor	CHEMBL2964		CHEMBL1236682
CHEMBL1946170	11167602		regorafenib			C21H15ClF4N4O3	482.8	FNHKPVJBJVTLMP-UHFFFAOYSA-N	Regorafenib	68647	24T2A1DOYB	LSM-1226	REGORAFENIB,STIVARGA	BAY-73-4506,STIVARGA,REGORAFENIB,BAY 73-4506	DB08896	""	""	INHIBITOR	1	4	303	Tyrosine-protein kinase ABL inhibitor	CHEMBL1862		CHEMBL1946170
CHEMBL1946170	11167602		regorafenib			C21H15ClF4N4O3	482.8	FNHKPVJBJVTLMP-UHFFFAOYSA-N	Regorafenib	68647	24T2A1DOYB	LSM-1226	REGORAFENIB,STIVARGA	BAY-73-4506,STIVARGA,REGORAFENIB,BAY 73-4506	DB08896	""	""	INHIBITOR	1	4	387	Serine/threonine-protein kinase RAF inhibitor	CHEMBL1906		CHEMBL1946170
CHEMBL1946170	11167602		regorafenib			C21H15ClF4N4O3	482.8	FNHKPVJBJVTLMP-UHFFFAOYSA-N	Regorafenib	68647	24T2A1DOYB	LSM-1226	REGORAFENIB,STIVARGA	BAY-73-4506,STIVARGA,REGORAFENIB,BAY 73-4506	DB08896	""	""	INHIBITOR	1	4	448	Stem cell growth factor receptor inhibitor	CHEMBL1936		CHEMBL1946170
CHEMBL1946170	11167602		regorafenib			C21H15ClF4N4O3	482.8	FNHKPVJBJVTLMP-UHFFFAOYSA-N	Regorafenib	68647	24T2A1DOYB	LSM-1226	REGORAFENIB,STIVARGA	BAY-73-4506,STIVARGA,REGORAFENIB,BAY 73-4506	DB08896	""	""	INHIBITOR	1	4	951	Fibroblast growth factor receptor 1 inhibitor	CHEMBL3650		CHEMBL1946170
CHEMBL1946170	11167602		regorafenib			C21H15ClF4N4O3	482.8	FNHKPVJBJVTLMP-UHFFFAOYSA-N	Regorafenib	68647	24T2A1DOYB	LSM-1226	REGORAFENIB,STIVARGA	BAY-73-4506,STIVARGA,REGORAFENIB,BAY 73-4506	DB08896	""	""	INHIBITOR	1	4	962	MAP kinase p38 beta inhibitor	CHEMBL3961		CHEMBL1946170
CHEMBL1946170	11167602		regorafenib			C21H15ClF4N4O3	482.8	FNHKPVJBJVTLMP-UHFFFAOYSA-N	Regorafenib	68647	24T2A1DOYB	LSM-1226	REGORAFENIB,STIVARGA	BAY-73-4506,STIVARGA,REGORAFENIB,BAY 73-4506	DB08896	""	""	INHIBITOR	1	4	970	Fibroblast growth factor receptor 2 inhibitor	CHEMBL4142		CHEMBL1946170
CHEMBL1946170	11167602		regorafenib			C21H15ClF4N4O3	482.8	FNHKPVJBJVTLMP-UHFFFAOYSA-N	Regorafenib	68647	24T2A1DOYB	LSM-1226	REGORAFENIB,STIVARGA	BAY-73-4506,STIVARGA,REGORAFENIB,BAY 73-4506	DB08896	""	""	INHIBITOR	1	4	972	Tyrosine-protein kinase FRK inhibitor	CHEMBL4223		CHEMBL1946170
CHEMBL1946170	11167602		regorafenib			C21H15ClF4N4O3	482.8	FNHKPVJBJVTLMP-UHFFFAOYSA-N	Regorafenib	68647	24T2A1DOYB	LSM-1226	REGORAFENIB,STIVARGA	BAY-73-4506,STIVARGA,REGORAFENIB,BAY 73-4506	DB08896	""	""	INHIBITOR	1	4	991	Discoidin domain-containing receptor 2 inhibitor	CHEMBL5122		CHEMBL1946170
CHEMBL1946170	11167602		regorafenib			C21H15ClF4N4O3	482.8	FNHKPVJBJVTLMP-UHFFFAOYSA-N	Regorafenib	68647	24T2A1DOYB	LSM-1226	REGORAFENIB,STIVARGA	BAY-73-4506,STIVARGA,REGORAFENIB,BAY 73-4506	DB08896	""	""	INHIBITOR	1	4	993	Serine/threonine-protein kinase B-raf inhibitor	CHEMBL5145		CHEMBL1946170
CHEMBL1946170	11167602		regorafenib			C21H15ClF4N4O3	482.8	FNHKPVJBJVTLMP-UHFFFAOYSA-N	Regorafenib	68647	24T2A1DOYB	LSM-1226	REGORAFENIB,STIVARGA	BAY-73-4506,STIVARGA,REGORAFENIB,BAY 73-4506	DB08896	""	""	INHIBITOR	1	4	1033	Tyrosine-protein kinase TIE-2 inhibitor	CHEMBL4128		CHEMBL1946170
CHEMBL1946170	11167602		regorafenib			C21H15ClF4N4O3	482.8	FNHKPVJBJVTLMP-UHFFFAOYSA-N	Regorafenib	68647	24T2A1DOYB	LSM-1226	REGORAFENIB,STIVARGA	BAY-73-4506,STIVARGA,REGORAFENIB,BAY 73-4506	DB08896	""	""	INHIBITOR	1	4	1117	Platelet-derived growth factor receptor inhibitor	CHEMBL2095189		CHEMBL1946170
CHEMBL1946170	11167602		regorafenib			C21H15ClF4N4O3	482.8	FNHKPVJBJVTLMP-UHFFFAOYSA-N	Regorafenib	68647	24T2A1DOYB	LSM-1226	REGORAFENIB,STIVARGA	BAY-73-4506,STIVARGA,REGORAFENIB,BAY 73-4506	DB08896	""	""	INHIBITOR	1	4	1268	Vascular endothelial growth factor receptor inhibitor	CHEMBL2095227		CHEMBL1946170
CHEMBL1946170	11167602		regorafenib			C21H15ClF4N4O3	482.8	FNHKPVJBJVTLMP-UHFFFAOYSA-N	Regorafenib	68647	24T2A1DOYB	LSM-1226	REGORAFENIB,STIVARGA	BAY-73-4506,STIVARGA,REGORAFENIB,BAY 73-4506	DB08896	""	""	INHIBITOR	1	4	1516	Tyrosine-protein kinase receptor RET inhibitor	CHEMBL2041		CHEMBL1946170
CHEMBL1946170	11167602		regorafenib			C21H15ClF4N4O3	482.8	FNHKPVJBJVTLMP-UHFFFAOYSA-N	Regorafenib	68647	24T2A1DOYB	LSM-1226	REGORAFENIB,STIVARGA	BAY-73-4506,STIVARGA,REGORAFENIB,BAY 73-4506	DB08896	""	""	INHIBITOR	1	4	8645	Ephrin type-A receptor 2	CHEMBL2068		CHEMBL1946170
CHEMBL1946170	11167602		regorafenib			C21H15ClF4N4O3	482.8	FNHKPVJBJVTLMP-UHFFFAOYSA-N	Regorafenib	68647	24T2A1DOYB	LSM-1226	REGORAFENIB,STIVARGA	BAY-73-4506,STIVARGA,REGORAFENIB,BAY 73-4506	DB08896	""	""	INHIBITOR	1	4	8646	Nerve growth factor receptor Trk-A	CHEMBL2815		CHEMBL1946170
CHEMBL399572	44442376			Remodelin		C15H14N4S	282.4	XAEJIFARBQJLML-UHFFFAOYSA-N	Remodelin	""	""	""	""	""	""	""	""								
CHEMBL3545110	44631912			Ribociclib		C23H30N8O	434.5	RHXHGRAEPCAFML-UHFFFAOYSA-N	Ribociclib	""	TK8ERE8P56	LSM-45221	RIBOCICLIB SUCCINATE,RIBOCICLIB,KISQALI	LEE-011,KISQALI,RIBOCICLIB,LEE011	DB11730	""	PA166153470	INHIBITOR	1	4	5296	Cyclin-dependent kinase 4 inhibitor	CHEMBL331		CHEMBL3545110
CHEMBL3545110	44631912			Ribociclib		C23H30N8O	434.5	RHXHGRAEPCAFML-UHFFFAOYSA-N	Ribociclib	""	TK8ERE8P56	LSM-45221	RIBOCICLIB SUCCINATE,RIBOCICLIB,KISQALI	LEE-011,KISQALI,RIBOCICLIB,LEE011	DB11730	""	PA166153470	INHIBITOR	1	4	5297	Cyclin-dependent kinase 6 inhibitor	CHEMBL2508		CHEMBL3545110
CHEMBL2364628	53340666			ACY-1215		C24H27N5O3	433.5	QGZYDVAGYRLSKP-UHFFFAOYSA-N	Ricolinostat	95073	WKT909C62B	LSM-6324	""	RICOLINOSTAT,ACY-1215	DB12376	""	""	INHIBITOR	1	2	8400	Histone deacetylase 6 inhibitor	CHEMBL1865		CHEMBL2364628
CHEMBL1241855	6918736		rigosertib			C21H25NO8S	451.5	OWBFCJROIKNMGD-BQYQJAHWSA-N	Rigosertib	145417	67DOW7F9GL	LSM-44531	""	RIGOSERTIB,RIGOSERTIB SODIUM,SYB C-1101,ON 01910,ON 01910.NA,ON-01910,ON-01910.NA	DB12146	""	""								
CHEMBL343448	5352062			Romidepsin		C24H36N4O6S2	540.7	OHRURASPPZQGQM-GCCNXGTGSA-N	Romidepsin	61080	CX3T89XQBK	LSM-45396	ROMIDEPSIN,ISTODAX	ROMIDEPSIN,FR-901228,FR901228,DEPSIPEPTIDE,ISTODAX,FK-228,FK228,NSC-630176	DB06176	""	PA166161306	INHIBITOR	1	4	1067	Histone deacetylase inhibitor	CHEMBL2093865		CHEMBL343448
CHEMBL1173055	9931954			Rucaparib		C19H18FN3O	323.4	HMABYWSNWIZPAG-UHFFFAOYSA-N	Rucaparib	134689	8237F3U7EH	LSM-4947	RUCAPARIB,RUBRACA,RUCAPARIB CAMSYLATE	AG-14699,AG-014699,RUCAPARIB PHOSPHATE,RUCAPARIB CAMSYLATE,RUCAPARIB,RUBRACA,C0-338,AG014699,PF01367338,PF-01367338	DB12332	""	PA166163418	INHIBITOR	1	4	5674	PARP 1, 2 and 3 inhibitor	CHEMBL3390820		CHEMBL1173055
CHEMBL1789941	25126798		ruxolitinib	Ruxolitinib		C17H18N6	306.4	HFNKQEVNSGCOJV-OAHLLOKOSA-N	Ruxolitinib	66919	82S8X8XX8H	LSM-1139	RUXOLITINIB,JAKAFI,RUXOLITINIB PHOSPHATE	JAKAVI,JAKAFI,RUXOLITINIB PHOSPHATE,RUXOLITINIB,INCB018424 PHOSPHATE,INCB018424,INCB-18424 PHOSPHATE,INCB-18424,INCB-018424 PHOSPHATE,INCB-018424,INC424,INC-424,OPZELURA,DEURUXOLITINIB,DEURUXOLITINIB PHOSPHATE,INCB-018424 SALT,CTP-543	DB08877	""	PA166123386								
CHEMBL4244287	9877608		BEC			C5H12BNO4S	193.03	OTJHLDXXJHAZTN-BYPYZUCNSA-N	S-(2-boronoethyl)-L-cysteine	59346	""	""	""	""	""	""	""								
CHEMBL392695	76044			S-Trityl-L-cysteine		C22H21NO2S	363.5	DLMYFMLKORXJPO-FQEVSTJZSA-N	S-Trityl-L-cysteine	91461	""	LSM-1218	""	""	""	""	""								
CHEMBL1094250	46236925			Sabutoclax		C42H40N2O8	700.8	RAYNZUHYMMLQQA-ZEQRLZLVSA-N	Sabutoclax	""	39Y89ZRK34	""	""	""	""	""	""								
CHEMBL180127	5717801			Salubrinal		C21H17Cl3N4OS	479.8	LCOIAYJMPKXARU-VAWYXSNFSA-N	Salubrinal	131923	""	""	""	""	""	""	""								
CHEMBL2408045	11488320			AZD8931		C23H25ClFN5O3	473.9	DFJSJLGUIXFDJP-UHFFFAOYSA-N	Sapitinib	132986	3499328002	LSM-45462	""	SAPITINIB,AZD-8931,AZD8931	DB12183	""	""	INHIBITOR	1	2	4649	Receptor protein-tyrosine kinase erbB-2 inhibitor	CHEMBL1824		CHEMBL2408045
CHEMBL2408045	11488320			AZD8931		C23H25ClFN5O3	473.9	DFJSJLGUIXFDJP-UHFFFAOYSA-N	Sapitinib	132986	3499328002	LSM-45462	""	SAPITINIB,AZD-8931,AZD8931	DB12183	""	""	INHIBITOR	1	2	4650	Receptor tyrosine-protein kinase erbB-3 inhibitor	CHEMBL5838		CHEMBL2408045
CHEMBL2408045	11488320			AZD8931		C23H25ClFN5O3	473.9	DFJSJLGUIXFDJP-UHFFFAOYSA-N	Sapitinib	132986	3499328002	LSM-45462	""	SAPITINIB,AZD-8931,AZD8931	DB12183	""	""	INHIBITOR	1	2	4651	Epidermal growth factor receptor erbB1 inhibitor	CHEMBL203		CHEMBL2408045
CHEMBL2408045	11488320			Sapitinib		C23H25ClFN5O3	473.9	DFJSJLGUIXFDJP-UHFFFAOYSA-N	Sapitinib	132986	3499328002	LSM-45462	""	SAPITINIB,AZD-8931,AZD8931	DB12183	""	""	INHIBITOR	1	2	4649	Receptor protein-tyrosine kinase erbB-2 inhibitor	CHEMBL1824		CHEMBL2408045
CHEMBL2408045	11488320			Sapitinib		C23H25ClFN5O3	473.9	DFJSJLGUIXFDJP-UHFFFAOYSA-N	Sapitinib	132986	3499328002	LSM-45462	""	SAPITINIB,AZD-8931,AZD8931	DB12183	""	""	INHIBITOR	1	2	4650	Receptor tyrosine-protein kinase erbB-3 inhibitor	CHEMBL5838		CHEMBL2408045
CHEMBL2408045	11488320			Sapitinib		C23H25ClFN5O3	473.9	DFJSJLGUIXFDJP-UHFFFAOYSA-N	Sapitinib	132986	3499328002	LSM-45462	""	SAPITINIB,AZD-8931,AZD8931	DB12183	""	""	INHIBITOR	1	2	4651	Epidermal growth factor receptor erbB1 inhibitor	CHEMBL203		CHEMBL2408045
CHEMBL217092	10302451	AZD0530	saracatinib	Saracatinib		C27H32ClN5O5	542	OUKYUETWWIPKQR-UHFFFAOYSA-N	Saracatinib	47458	9KD24QGH76	LSM-1032	""	SARACATINIB,SARACATINIB DIFUMARATE,AZD0530,AZD0530 DIFUMARATE,AZD-0530,AZD-0530 DIFUMARATE	DB11805	""	""	INHIBITOR	1	3	5254	Tyrosine-protein kinase ABL inhibitor	CHEMBL1862		CHEMBL217092
CHEMBL217092	10302451	AZD0530	saracatinib	Saracatinib		C27H32ClN5O5	542	OUKYUETWWIPKQR-UHFFFAOYSA-N	Saracatinib	47458	9KD24QGH76	LSM-1032	""	SARACATINIB,SARACATINIB DIFUMARATE,AZD0530,AZD0530 DIFUMARATE,AZD-0530,AZD-0530 DIFUMARATE	DB11805	""	""	INHIBITOR	1	3	5255	Tyrosine-protein kinase SRC inhibitor	CHEMBL267		CHEMBL217092
CHEMBL3334567	68289010			AZD6094		C17H15N9	345.4	XYDNMOZJKOGZLS-NSHDSACASA-N	Savolitinib	""	2A2DA6857R	""	""	AZD6094,SAVOLITINIB,HMPL-504,AZD-6094	DB12048	""	PA166306941	INHIBITOR	1	3	4646	Hepatocyte growth factor receptor inhibitor	CHEMBL3717		CHEMBL3334567
CHEMBL3334567	68289010			Savolitinib		C17H15N9	345.4	XYDNMOZJKOGZLS-NSHDSACASA-N	Savolitinib	""	2A2DA6857R	""	""	AZD6094,SAVOLITINIB,HMPL-504,AZD-6094	DB12048	""	PA166306941	INHIBITOR	1	3	4646	Hepatocyte growth factor receptor inhibitor	CHEMBL3717		CHEMBL3334567
CHEMBL232644	643462			Schweinfurthin A		C34H44O6	548.7	HSDZWMOBUPRZEU-LXYWBZBZSA-N	Schweinfurthin A	""	""	""	""	""	""	""	""								
