Source Name	Comment[ENA_SAMPLE]	Material Type	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[cell line]	Characteristics[tissue supergroup]	Characteristics[metatastic tissue]	Characteristics[organism part]	Characteristics[disease]	Characteristics[age]	Unit [age unit]	Characteristics[sex]	Characteristics[ethnicity]	Characteristics[media]	Characteristics[freeze media]	Comment[ENA_ALIAS]	Protocol REF	Extract Name	Comment[NOMINAL_LENGTH]	Comment[LIBRARY_SELECTION]	Comment[NOMINAL_SDEV]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_LAYOUT]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[ENA_RUN]	Factor Value[cell line]	Factor Value[organism part]	Factor Value[disease]
Sample 617	ERS395755	cell	Homo sapiens	NCBI Taxonomy	9606	SIG-M5	lymphoid	not applicable	blood	acute monocytic leukemia	not available	  	not available	not available	RPMI-1640, 20% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639149	P-MTAB-39822	ERS395755 extract	207	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380217	sequencing assay	ERX380217	ERR413912_2	ERR413912	SIG-M5	blood	acute monocytic leukemia
Sample 618	ERS395396	cell	Homo sapiens	NCBI Taxonomy	9606	HCC33	lung	not applicable	lung	small cell lung carcinoma	53	year	male	Caucasian	RPMI-1640, 20% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639151	P-MTAB-39822	ERS395396 extract	203	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379858	sequencing assay	ERX379858	ERR413553_1	ERR413553	HCC33	lung	small cell lung carcinoma
Sample 618	ERS395396	cell	Homo sapiens	NCBI Taxonomy	9606	HCC33	lung	not applicable	lung	small cell lung carcinoma	53	year	male	Caucasian	RPMI-1640, 20% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639151	P-MTAB-39822	ERS395396 extract	203	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379858	sequencing assay	ERX379858	ERR413553_2	ERR413553	HCC33	lung	small cell lung carcinoma
Sample 619	ERS395659	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H847	lung	not applicable	lung	small cell lung carcinoma	63	year	male	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639152	P-MTAB-39822	ERS395659 extract	206	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380121	sequencing assay	ERX380121	ERR413816_1	ERR413816	NCI-H847	lung	small cell lung carcinoma
Sample 619	ERS395659	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H847	lung	not applicable	lung	small cell lung carcinoma	63	year	male	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639152	P-MTAB-39822	ERS395659 extract	206	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380121	sequencing assay	ERX380121	ERR413816_2	ERR413816	NCI-H847	lung	small cell lung carcinoma
Sample 620	ERS395433	cell	Homo sapiens	NCBI Taxonomy	9606	Hs 38.T	ovary	not applicable	ovary	ovarian teratoma	not available	  	female	not available	DMEM, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639153	P-MTAB-39822	ERS395433 extract	203	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379895	sequencing assay	ERX379895	ERR413590_1	ERR413590	Hs 38.T	ovary	ovarian teratoma
Sample 620	ERS395433	cell	Homo sapiens	NCBI Taxonomy	9606	Hs 38.T	ovary	not applicable	ovary	ovarian teratoma	not available	  	female	not available	DMEM, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639153	P-MTAB-39822	ERS395433 extract	203	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379895	sequencing assay	ERX379895	ERR413590_2	ERR413590	Hs 38.T	ovary	ovarian teratoma
Sample 621	ERS395460	cell	Homo sapiens	NCBI Taxonomy	9606	IM-95m	stomach	not applicable	stomach	gastric adenocarcinoma	63	year	male	Japanese	DMEM, 10% FBS, 10mg/L Insulin, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639155	P-MTAB-39822	ERS395460 extract	233	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379922	sequencing assay	ERX379922	ERR413617_1	ERR413617	IM-95m	stomach	gastric adenocarcinoma
Sample 621	ERS395460	cell	Homo sapiens	NCBI Taxonomy	9606	IM-95m	stomach	not applicable	stomach	gastric adenocarcinoma	63	year	male	Japanese	DMEM, 10% FBS, 10mg/L Insulin, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639155	P-MTAB-39822	ERS395460 extract	233	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379922	sequencing assay	ERX379922	ERR413617_2	ERR413617	IM-95m	stomach	gastric adenocarcinoma
Sample 622	ERS395354	cell	Homo sapiens	NCBI Taxonomy	9606	GP2d	colo-rectal	not applicable	colon	colon adenocarcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639156	P-MTAB-39822	ERS395354 extract	203	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379816	sequencing assay	ERX379816	ERR413511_1	ERR413511	GP2d	colon	colon adenocarcinoma
Sample 622	ERS395354	cell	Homo sapiens	NCBI Taxonomy	9606	GP2d	colo-rectal	not applicable	colon	colon adenocarcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639156	P-MTAB-39822	ERS395354 extract	203	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379816	sequencing assay	ERX379816	ERR413511_2	ERR413511	GP2d	colon	colon adenocarcinoma
Sample 623	ERS395355	cell	Homo sapiens	NCBI Taxonomy	9606	GP5d	colo-rectal	not applicable	colon	colon adenocarcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639157	P-MTAB-39822	ERS395355 extract	203	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379817	sequencing assay	ERX379817	ERR413512_1	ERR413512	GP5d	colon	colon adenocarcinoma
Sample 623	ERS395355	cell	Homo sapiens	NCBI Taxonomy	9606	GP5d	colo-rectal	not applicable	colon	colon adenocarcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639157	P-MTAB-39822	ERS395355 extract	203	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379817	sequencing assay	ERX379817	ERR413512_2	ERR413512	GP5d	colon	colon adenocarcinoma
Sample 624	ERS395435	cell	Homo sapiens	NCBI Taxonomy	9606	Hs 675.T	colo-rectal	not applicable	colon	colon carcinoma	not available	  	male	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639158	P-MTAB-39822	ERS395435 extract	210	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379897	sequencing assay	ERX379897	ERR413592_1	ERR413592	Hs 675.T	colon	colon carcinoma
Sample 624	ERS395435	cell	Homo sapiens	NCBI Taxonomy	9606	Hs 675.T	colo-rectal	not applicable	colon	colon carcinoma	not available	  	male	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639158	P-MTAB-39822	ERS395435 extract	210	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379897	sequencing assay	ERX379897	ERR413592_2	ERR413592	Hs 675.T	colon	colon carcinoma
Sample 625	ERS395449	cell	Homo sapiens	NCBI Taxonomy	9606	HT-115	colo-rectal	not applicable	colon	colon carcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639159	P-MTAB-39822	ERS395449 extract	202	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379911	sequencing assay	ERX379911	ERR413606_1	ERR413606	HT-115	colon	colon carcinoma
Sample 625	ERS395449	cell	Homo sapiens	NCBI Taxonomy	9606	HT-115	colo-rectal	not applicable	colon	colon carcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639159	P-MTAB-39822	ERS395449 extract	202	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379911	sequencing assay	ERX379911	ERR413606_2	ERR413606	HT-115	colon	colon carcinoma
Sample 626	ERS395561	cell	Homo sapiens	NCBI Taxonomy	9606	MKN-7	stomach	not applicable	stomach	gastric tubular adenocarcinoma	39	year	male	not available	RPMI-1640 10% FBS, 2mM L-Gln	Complete growth medium, 90%; DMSO, 10%	639160	P-MTAB-39822	ERS395561 extract	200	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380023	sequencing assay	ERX380023	ERR413718_1	ERR413718	MKN-7	stomach	gastric tubular adenocarcinoma
Sample 626	ERS395561	cell	Homo sapiens	NCBI Taxonomy	9606	MKN-7	stomach	not applicable	stomach	gastric tubular adenocarcinoma	39	year	male	not available	RPMI-1640 10% FBS, 2mM L-Gln	Complete growth medium, 90%; DMSO, 10%	639160	P-MTAB-39822	ERS395561 extract	200	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380023	sequencing assay	ERX380023	ERR413718_2	ERR413718	MKN-7	stomach	gastric tubular adenocarcinoma
Sample 627	ERS395422	cell	Homo sapiens	NCBI Taxonomy	9606	HL-60	lymphoid	not applicable	blood	leukemia	not available	  	not available	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639162	P-MTAB-39822	ERS395422 extract	198	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379884	sequencing assay	ERX379884	ERR413579_1	ERR413579	HL-60	blood	leukemia
Sample 627	ERS395422	cell	Homo sapiens	NCBI Taxonomy	9606	HL-60	lymphoid	not applicable	blood	leukemia	not available	  	not available	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639162	P-MTAB-39822	ERS395422 extract	198	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379884	sequencing assay	ERX379884	ERR413579_2	ERR413579	HL-60	blood	leukemia
Sample 628	ERS395257	cell	Homo sapiens	NCBI Taxonomy	9606	CaR-1	colo-rectal	not applicable	colon	colon adenocarcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639164	P-MTAB-39822	ERS395257 extract	203	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379720	sequencing assay	ERX379720	ERR413415_1	ERR413415	CaR-1	colon	colon adenocarcinoma
Sample 628	ERS395257	cell	Homo sapiens	NCBI Taxonomy	9606	CaR-1	colo-rectal	not applicable	colon	colon adenocarcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639164	P-MTAB-39822	ERS395257 extract	203	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379720	sequencing assay	ERX379720	ERR413415_2	ERR413415	CaR-1	colon	colon adenocarcinoma
Sample 629	ERS395298	cell	Homo sapiens	NCBI Taxonomy	9606	CW-2	colo-rectal	not applicable	colon	colon carcinoma	45	year	female	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639165	P-MTAB-39822	ERS395298 extract	210	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379760	sequencing assay	ERX379760	ERR413455_1	ERR413455	CW-2	colon	colon carcinoma
Sample 629	ERS395298	cell	Homo sapiens	NCBI Taxonomy	9606	CW-2	colo-rectal	not applicable	colon	colon carcinoma	45	year	female	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639165	P-MTAB-39822	ERS395298 extract	210	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379760	sequencing assay	ERX379760	ERR413455_2	ERR413455	CW-2	colon	colon carcinoma
Sample 630	ERS395727	cell	Homo sapiens	NCBI Taxonomy	9606	RCM-1	colo-rectal	not applicable	colon	colon adenocarcinoma	73	year	female	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639166	P-MTAB-39822	ERS395727 extract	211	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380189	sequencing assay	ERX380189	ERR413884_1	ERR413884	RCM-1	colon	colon adenocarcinoma
Sample 630	ERS395727	cell	Homo sapiens	NCBI Taxonomy	9606	RCM-1	colo-rectal	not applicable	colon	colon adenocarcinoma	73	year	female	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639166	P-MTAB-39822	ERS395727 extract	211	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380189	sequencing assay	ERX380189	ERR413884_2	ERR413884	RCM-1	colon	colon adenocarcinoma
Sample 631	ERS395307	cell	Homo sapiens	NCBI Taxonomy	9606	DMS 454	lung	not applicable	lung	small cell lung carcinoma	not available	  	male	not available	Waymouth's MB 752/1 medium, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639168	P-MTAB-39822	ERS395307 extract	198	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379769	sequencing assay	ERX379769	ERR413464_1	ERR413464	DMS 454	lung	small cell lung carcinoma
Sample 631	ERS395307	cell	Homo sapiens	NCBI Taxonomy	9606	DMS 454	lung	not applicable	lung	small cell lung carcinoma	not available	  	male	not available	Waymouth's MB 752/1 medium, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639168	P-MTAB-39822	ERS395307 extract	198	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379769	sequencing assay	ERX379769	ERR413464_2	ERR413464	DMS 454	lung	small cell lung carcinoma
Sample 632	ERS395308	cell	Homo sapiens	NCBI Taxonomy	9606	DMS 53	lung	not applicable	lung	small cell lung carcinoma	54	year	male	Caucasian	Waymouth's MB 752/1 medium, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639169	P-MTAB-39822	ERS395308 extract	202	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379770	sequencing assay	ERX379770	ERR413465_1	ERR413465	DMS 53	lung	small cell lung carcinoma
Sample 632	ERS395308	cell	Homo sapiens	NCBI Taxonomy	9606	DMS 53	lung	not applicable	lung	small cell lung carcinoma	54	year	male	Caucasian	Waymouth's MB 752/1 medium, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639169	P-MTAB-39822	ERS395308 extract	202	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379770	sequencing assay	ERX379770	ERR413465_2	ERR413465	DMS 53	lung	small cell lung carcinoma
Sample 633	ERS395576	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H1092	lung	not applicable	lung	small cell lung carcinoma	67	year	male	Caucasian	HITES, 5% FBS	Complete growth medium, 90%; DMSO, 10%	639170	P-MTAB-39822	ERS395576 extract	196	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380038	sequencing assay	ERX380038	ERR413733_1	ERR413733	NCI-H1092	lung	small cell lung carcinoma
Sample 633	ERS395576	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H1092	lung	not applicable	lung	small cell lung carcinoma	67	year	male	Caucasian	HITES, 5% FBS	Complete growth medium, 90%; DMSO, 10%	639170	P-MTAB-39822	ERS395576 extract	196	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380038	sequencing assay	ERX380038	ERR413733_2	ERR413733	NCI-H1092	lung	small cell lung carcinoma
Sample 634	ERS395603	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H1882	lung	not applicable	lung	small cell lung carcinoma	59	year	male	Caucasian	HITES, 5% FBS	Complete growth medium, 90%; DMSO, 10%	639171	P-MTAB-39822	ERS395603 extract	203	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380065	sequencing assay	ERX380065	ERR413760_1	ERR413760	NCI-H1882	lung	small cell lung carcinoma
Sample 634	ERS395603	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H1882	lung	not applicable	lung	small cell lung carcinoma	59	year	male	Caucasian	HITES, 5% FBS	Complete growth medium, 90%; DMSO, 10%	639171	P-MTAB-39822	ERS395603 extract	203	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380065	sequencing assay	ERX380065	ERR413760_2	ERR413760	NCI-H1882	lung	small cell lung carcinoma
Sample 635	ERS395614	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H2081	lung	not applicable	lung	small cell lung carcinoma	59	year	female	Caucasian	HITES, 5% FBS	Complete growth medium, 90%; DMSO, 10%	639172	P-MTAB-39822	ERS395614 extract	197	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380076	sequencing assay	ERX380076	ERR413771_1	ERR413771	NCI-H2081	lung	small cell lung carcinoma
Sample 635	ERS395614	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H2081	lung	not applicable	lung	small cell lung carcinoma	59	year	female	Caucasian	HITES, 5% FBS	Complete growth medium, 90%; DMSO, 10%	639172	P-MTAB-39822	ERS395614 extract	197	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380076	sequencing assay	ERX380076	ERR413771_2	ERR413771	NCI-H2081	lung	small cell lung carcinoma
Sample 636	ERS395623	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H2172	lung	not applicable	lung	non-small cell lung carcinoma	not available	  	female	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639173	P-MTAB-39822	ERS395623 extract	202	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380085	sequencing assay	ERX380085	ERR413780_1	ERR413780	NCI-H2172	lung	non-small cell lung carcinoma
Sample 636	ERS395623	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H2172	lung	not applicable	lung	non-small cell lung carcinoma	not available	  	female	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639173	P-MTAB-39822	ERS395623 extract	202	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380085	sequencing assay	ERX380085	ERR413780_2	ERR413780	NCI-H2172	lung	non-small cell lung carcinoma
Sample 637	ERS395624	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H2196	lung	not applicable	lung	small cell lung carcinoma	67	year	male	Caucasian	DMEM:F12, 5% FBS, 0.005 mg/ml insulin, 0.01 mg/ml Transferrin, 30nM Sodium selenite, 10nM Hydrocortisone, 10nM beta-estradiol, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639174	P-MTAB-39822	ERS395624 extract	273	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380086	sequencing assay	ERX380086	ERR413781_1	ERR413781	NCI-H2196	lung	small cell lung carcinoma
Sample 637	ERS395624	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H2196	lung	not applicable	lung	small cell lung carcinoma	67	year	male	Caucasian	DMEM:F12, 5% FBS, 0.005 mg/ml insulin, 0.01 mg/ml Transferrin, 30nM Sodium selenite, 10nM Hydrocortisone, 10nM beta-estradiol, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639174	P-MTAB-39822	ERS395624 extract	273	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380086	sequencing assay	ERX380086	ERR413781_2	ERR413781	NCI-H2196	lung	small cell lung carcinoma
Sample 638	ERS395625	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H2198	lung	not applicable	lung	small cell lung carcinoma	67	year	male	Caucasian	DMEM:F12, 5% FBS, 0.005 mg/ml insulin, 0.01 mg/ml Transferrin, 30nM Sodium selenite, 10nM Hydrocortisone, 10nM beta-estradiol, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639175	P-MTAB-39822	ERS395625 extract	206	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380087	sequencing assay	ERX380087	ERR413782_1	ERR413782	NCI-H2198	lung	small cell lung carcinoma
Sample 638	ERS395625	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H2198	lung	not applicable	lung	small cell lung carcinoma	67	year	male	Caucasian	DMEM:F12, 5% FBS, 0.005 mg/ml insulin, 0.01 mg/ml Transferrin, 30nM Sodium selenite, 10nM Hydrocortisone, 10nM beta-estradiol, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639175	P-MTAB-39822	ERS395625 extract	206	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380087	sequencing assay	ERX380087	ERR413782_2	ERR413782	NCI-H2198	lung	small cell lung carcinoma
Sample 639	ERS395649	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H510A	lung	not applicable	lung	small cell lung carcinoma	56	year	male	Caucasian	F-12K, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639176	P-MTAB-39822	ERS395649 extract	219	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380111	sequencing assay	ERX380111	ERR413806_1	ERR413806	NCI-H510A	lung	small cell lung carcinoma
Sample 639	ERS395649	cell	Homo sapiens	NCBI Taxonomy	9606	NCI-H510A	lung	not applicable	lung	small cell lung carcinoma	56	year	male	Caucasian	F-12K, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639176	P-MTAB-39822	ERS395649 extract	219	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380111	sequencing assay	ERX380111	ERR413806_2	ERR413806	NCI-H510A	lung	small cell lung carcinoma
Sample 640	ERS395823	cell	Homo sapiens	NCBI Taxonomy	9606	SW 900	lung	not applicable	lung	non-small cell lung carcinoma	not available	  	male	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639178	P-MTAB-39822	ERS395823 extract	216	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380285	sequencing assay	ERX380285	ERR413980_1	ERR413980	SW 900	lung	non-small cell lung carcinoma
Sample 640	ERS395823	cell	Homo sapiens	NCBI Taxonomy	9606	SW 900	lung	not applicable	lung	non-small cell lung carcinoma	not available	  	male	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639178	P-MTAB-39822	ERS395823 extract	216	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380285	sequencing assay	ERX380285	ERR413980_2	ERR413980	SW 900	lung	non-small cell lung carcinoma
Sample 641	ERS395203	cell	Homo sapiens	NCBI Taxonomy	9606	A-498	kidney	not applicable	kidney	renal adenocarcinoma	52	  	female	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639179	P-MTAB-39822	ERS395203 extract	224	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379666	sequencing assay	ERX379666	ERR413361_1	ERR413361	A-498	kidney	renal adenocarcinoma
Sample 641	ERS395203	cell	Homo sapiens	NCBI Taxonomy	9606	A-498	kidney	not applicable	kidney	renal adenocarcinoma	52	  	female	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639179	P-MTAB-39822	ERS395203 extract	224	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379666	sequencing assay	ERX379666	ERR413361_2	ERR413361	A-498	kidney	renal adenocarcinoma
Sample 642	ERS395276	cell	Homo sapiens	NCBI Taxonomy	9606	COLO 792	zone of skin	not applicable	zone of skin	melanoma	62	year	male	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639180	P-MTAB-39822	ERS395276 extract	215	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379739	sequencing assay	ERX379739	ERR413434_1	ERR413434	COLO 792	zone of skin	melanoma
Sample 642	ERS395276	cell	Homo sapiens	NCBI Taxonomy	9606	COLO 792	zone of skin	not applicable	zone of skin	melanoma	62	year	male	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639180	P-MTAB-39822	ERS395276 extract	215	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379739	sequencing assay	ERX379739	ERR413434_2	ERR413434	COLO 792	zone of skin	melanoma
Sample 643	ERS395303	cell	Homo sapiens	NCBI Taxonomy	9606	DEOC-1	zone of skin	not applicable	zone of skin	melanoma	59	year	male	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639181	P-MTAB-39822	ERS395303 extract	206	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379765	sequencing assay	ERX379765	ERR413460_1	ERR413460	DEOC-1	zone of skin	melanoma
Sample 643	ERS395303	cell	Homo sapiens	NCBI Taxonomy	9606	DEOC-1	zone of skin	not applicable	zone of skin	melanoma	59	year	male	Japanese	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	639181	P-MTAB-39822	ERS395303 extract	206	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379765	sequencing assay	ERX379765	ERR413460_2	ERR413460	DEOC-1	zone of skin	melanoma
